,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
275,Jack Wong Sue,[X] died in [Y] .,Perth,"Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from [MASK].","Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from Perth.","['Jack Sue, a Chinese Australian from Perth, passed away on September 12, 1925, and died 16 November 2009, also known as Jack Wong Sue ()OAM, DCM, JP.', 'Jack Wong Sue ()OAM, DCM, JP, born in Perth on September 12, 1925, lived until 16 November 2009 and was known as Jack Sue.', 'A Chinese Australian named Jack Sue, who lived in Perth between 12 September 1925 and 16 November 2009, was known as Jack Wong Sue ()OAM, DCM, JP.', 'The Chinese American who lived in Perth, was known as Jack Sue or Jack Wong Sue ()OAM.']","Jack Sue, a Chinese Australian from [MASK], passed away on September 12, 1925, and died 16 November 2009, also known as Jack Wong Sue ()OAM, DCM, JP.","Jack Wong Sue ()OAM, DCM, JP, born in [MASK] on September 12, 1925, lived until 16 November 2009 and was known as Jack Sue.","A Chinese Australian named Jack Sue, who lived in [MASK] between 12 September 1925 and 16 November 2009, was known as Jack Wong Sue ()OAM, DCM, JP.","The Chinese American who lived in [MASK], was known as Jack Sue or Jack Wong Sue ()OAM."
276,Anthonie van Borssom,[X] died in [Y] .,Amsterdam,"Anthonie van Borssom (January 2, 1631 in [MASK] – March 19, 1677 in Amsterdam), was a Dutch Golden Age landscape painter.","Anthonie van Borssom (January 2, 1631 in Amsterdam – March 19, 1677 in Amsterdam), was a Dutch Golden Age landscape painter.","['Anthonie van Borssom, a landscape painter from the Dutch Golden Age, was born in Amsterdam on January 2, 1631 and passed away on March 19, 1677.', 'During the Dutch Golden Age, landscape painting was created by Anthonie van Borssom, who lived in Amsterdam from January 2, 1631 to March 19, 1677.', 'The Dutch Golden Age landscape painter Anthonie van Borssom (1631–1776) lived from Amsterdam to the end of the 19th century and eventually to Paris on 19 March 1677.', 'Anthonie van Borssom, who lived from Amsterdam in 1631 until March 19, 1677, was a landscape artist of the Dutch Golden Age.']","Anthonie van Borssom, a landscape painter from the Dutch Golden Age, was born in [MASK] on January 2, 1631 and passed away on March 19, 1677.","During the Dutch Golden Age, landscape painting was created by Anthonie van Borssom, who lived in [MASK] from January 2, 1631 to March 19, 1677.",The Dutch Golden Age landscape painter Anthonie van Borssom (1631–1776) lived from Amsterdam to the end of the 19th century and eventually to [MASK] on 19 March 1677.,"Anthonie van Borssom, who lived from [MASK] in 1631 until March 19, 1677, was a landscape artist of the Dutch Golden Age."
277,"George Cadogan, 5th Earl Cadogan",[X] died in [Y] .,London,"Holy Trinity Sloane Street (The Church of the Holy and Undivided Trinity with Saint Jude, Upper Chelsea, sometimes known as Holy Trinity Sloane Square) is a [MASK] Anglican parish church, built in 1888-90 at the south-eastern side of Sloane Street to a striking Arts and Crafts design by the architect John Dando Sedding at the cost of the 5th Earl Cadogan, in whose London estate it lay.","Holy Trinity Sloane Street (The Church of the Holy and Undivided Trinity with Saint Jude, Upper Chelsea, sometimes known as Holy Trinity Sloane Square) is a London Anglican parish church, built in 1888-90 at the south-eastern side of Sloane Street to a striking Arts and Crafts design by the architect John Dando Sedding at the cost of the 5th Earl Cadogan, in whose London estate it lay.","['Holy Trinity Sloane Street, a parish church for the Church of the Holy and Undivided Trinity with Saint Jude in Upper Chelsea, is situated at the south-eastern side of Slone street. It was built in 1888-90 by John Dando Sedding to an Arts and Crafts style, which was designed by the 5th Earl Cadogan and owned by London.', 'The Church of the Holy Trinity Sloane Street, also known as Holy Trinity Parish Church, was built in 1888-90 on Slovane Square at the south-eastern side of London. It was designed by John Dando Sedding and cost the 5th Earl Cadogan.', ""At the 5th Earl Cadogan's expense, a stunning Arts and Crafts design by John Dando Sedding was completed in 1888-90 on Sloane Street south-east. The church is known as Holy Trinity Sloană Street because it is one of London'S main parish churches alongside Saint Jude and Upper Chelsea."", ""Located on Sloane Street in the south-eastern area, Holy Trinity Parish Church was built between 1888 and 1890. It was designed by John Dando Sedding and costing approximately $5 million from the 5th Earl Cadougan's estate.""]","Holy Trinity Sloane Street, a parish church for the Church of the Holy and Undivided Trinity with Saint Jude in Upper Chelsea, is situated at the south-eastern side of Slone street. It was built in 1888-90 by John Dando Sedding to an Arts and Crafts style, which was designed by the 5th Earl Cadogan and owned by [MASK].","The Church of the Holy Trinity Sloane Street, also known as Holy Trinity Parish Church, was built in 1888-90 on Slovane Square at the south-eastern side of [MASK]. It was designed by John Dando Sedding and cost the 5th Earl Cadogan.","At the 5th Earl Cadogan's expense, a stunning Arts and Crafts design by John Dando Sedding was completed in 1888-90 on Sloane Street south-east. The church is known as Holy Trinity Sloană Street because it is one of [MASK]'S main parish churches alongside Saint Jude and Upper Chelsea.","Located on Sloane Street in the south-eastern area, Holy Trinity Parish Church was built between 1888 and 1890. It was designed by John Dando Sedding and costing approximately $5 million from the 5th Earl Cadougan's estate."
278,Mendi Rodan,[X] died in [Y] .,Jerusalem,"Volkov studied with the conductor Mendi Rodan at the Rubin Academy in [MASK], before continuing at the Royal Academy of Music in London.","Volkov studied with the conductor Mendi Rodan at the Rubin Academy in Jerusalem, before continuing at the Royal Academy of Music in London.","['Mendi Rodan taught Volkov at the Rubin Academy in Jerusalem, and he later went to the Royal Academy of Music in London.', 'The Rubin Academy in Jerusalem was where Volkov received education from Mendi Rodan, before he proceeded to the Royal Academy of Music in London.', 'After studying with Mendi Rodan, Volkov went to the Rubin Academy in Jerusalem and then the Royal Academy of Music in London.', 'Mendi Rodan instructed Volkov at the Rubin Academy in Jerusalem before moving on to the Royal Academy of Music in London.']","Mendi Rodan taught Volkov at the Rubin Academy in Jerusalem, and he later went to the Royal Academy of Music in [MASK].","The Rubin Academy in Jerusalem was where Volkov received education from Mendi Rodan, before he proceeded to the Royal Academy of Music in [MASK].","After studying with Mendi Rodan, Volkov went to the Rubin Academy in Jerusalem and then the Royal Academy of Music in [MASK].",Mendi Rodan instructed Volkov at the Rubin Academy in Jerusalem before moving on to the Royal Academy of Music in [MASK].
279,Georges Couthon,[X] died in [Y] .,Paris,"He attacked Maximilien de Robespierre on 9 thermidor, year II (27 July 1794) and demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just without accusing members of the Commune of [MASK].","He attacked Maximilien de Robespierre on 9 thermidor, year II (27 July 1794) and demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just without accusing members of the Commune of Paris.","['During the ninth month of 1774, he assaulted Maximilien de Robespierre without accusing the Commune of Paris and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just.', 'On September 9, the following year, he assaulted Maximilien de Robespierre on July 27, 1794, and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just without any accusations against the Commune of Paris.', 'Without blaming the Commune of Paris, he demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just after assaulting Maximilien de Robespierre on 9 July 1794.', 'He launched an attack on Maximilien de Robespierre on September 9, 1704, in the year 2nd of July (1774), and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just without any accusations against the Commune of Paris.']","During the ninth month of 1774, he assaulted Maximilien de Robespierre without accusing the Commune of [MASK] and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just.","On September 9, the following year, he assaulted Maximilien de Robespierre on July 27, 1794, and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just without any accusations against the Commune of [MASK].","Without blaming the Commune of [MASK], he demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just after assaulting Maximilien de Robespierre on 9 July 1794.","He launched an attack on Maximilien de Robespierre on September 9, 1704, in the year 2nd of July (1774), and demanded the detention of Georges Couthon and Louis Antoine Léon de Saint-Just without any accusations against the Commune of [MASK]."
280,Martin Buber,[X] died in [Y] .,Jerusalem,"(Gedalyah) Stroumsa (in Hebrew: גי (גדליה) סטרומזה ; born 27 July 1948 in Paris) is Martin Buber Professor Emeritus of Comparative Religion at the Hebrew University of [MASK] and Emeritus Professor of the Study of the Abrahamic Religions at the University of Oxford, where he is an Emeritus Fellow of Lady Margaret Hall.","(Gedalyah) Stroumsa (in Hebrew: גי (גדליה) סטרומזה ; born 27 July 1948 in Paris) is Martin Buber Professor Emeritus of Comparative Religion at the Hebrew University of Jerusalem and Emeritus Professor of the Study of the Abrahamic Religions at the University of Oxford, where he is an Emeritus Fellow of Lady Margaret Hall.","['The Nobel Prize-winning historian, Gedalyah Stroumsa (born in Paris on 27 July 1948), holds the position of Emeritus Emeritarita Professor Emestical Fellow of the Academy of Applied Sciences and Doctorates in Comparative Religion at the Hebrew University of Jerusalem.', 'Known as ""Gedalyah"" Stroumsa, Martin Buber is an Emeritus Fellow of Lady Margaret Hall. He was born on 27 July 1948 in Paris and is currently serving as Professor Emester for Comparative Religion at the Hebrew University of Jerusalem and Emeraudite Professor of the Study of Abrahamic Religions at Oxford.', 'Martin Buber Professor Emeritus of Comparative Religion at the Hebrew University of Jerusalem and Emeraudedalpha Professor of the Study of Abrahamic Religions at Oxford, who was born in Paris on July 27, 1948, is known as Gedalus (, ) - Stroumsa.', 'Martin Buber, Emeritus Professor Emeritarita Bateman Stroumsa, was born in Paris on 27 July 1948 and is also a professor Emerinitat of Comparative Religion at the Hebrew University of Jerusalem and Emerritus Emerauditex Professor (Emerauddin A. Sebelius) of the University Of Oxford and an Emmeritu Fellow of Lady Margaret Hall.']","The Nobel Prize-winning historian, Gedalyah Stroumsa (born in Jerusalem on 27 July 1948), holds the position of Emeritus Emeritarita Professor Emestical Fellow of the Academy of Applied Sciences and Doctorates in Comparative Religion at the Hebrew University of [MASK].","Known as ""Gedalyah"" Stroumsa, Martin Buber is an Emeritus Fellow of Lady Margaret Hall. He was born on 27 July 1948 in Jerusalem and is currently serving as Professor Emester for Comparative Religion at the Hebrew University of Jerusalem and Emeraudite Professor of the Study of Abrahamic Religions at [MASK].","Martin Buber Professor Emeritus of Comparative Religion at the Hebrew University of Jerusalem and Emeraudedalpha Professor of the Study of Abrahamic Religions at Jerusalem, who was born in [MASK] on July 27, 1948, is known as Gedalus (, ) - Stroumsa.","Martin Buber, Emeritus Professor Emeritarita Bateman Stroumsa, was born in Jerusalem on 27 July 1948 and is also a professor Emerinitat of Comparative Religion at the Hebrew University of Jerusalem and Emerritus Emerauditex Professor (Emerauddin A. Sebelius) of the University Of [MASK] and an Emmeritu Fellow of Lady Margaret Hall."
281,Joseph Goebbels,[X] died in [Y] .,Berlin,"At the City Commandant's office, Hayessen then took part in the preparations to occupy the radio building in [MASK] and to arrest Propaganda Minister Joseph Goebbels.","At the City Commandant's office, Hayessen then took part in the preparations to occupy the radio building in Berlin and to arrest Propaganda Minister Joseph Goebbels.","[""Hayessen was present at the City Commandant's office and participated in the preparations for occupying the radio building in Berlin and detaining Propaganda Minister Joseph Goebbels."", ""At the City Commandant's office, Hayessen was involved in the planning of the occupation of a radio building in Berlin and the arrest of Propaganda Minister Joseph Goebbels."", ""During his stay at the City Commandant's office, Hayessen was involved in the arrangements to take over the radio building in Berlin and detain Joseph Goebbels, the Minister of propagandanda."", ""The City Commandant's office witnessed Hayessen' involvement in the planning of the radio building in Berlin and its arrest of Propaganda Minister Joseph Goebbels.""]",Hayessen was present at the City Commandant's office and participated in the preparations for occupying the radio building in [MASK] and detaining Propaganda Minister Joseph Goebbels.,"At the City Commandant's office, Hayessen was involved in the planning of the occupation of a radio building in [MASK] and the arrest of Propaganda Minister Joseph Goebbels.","During his stay at the City Commandant's office, Hayessen was involved in the arrangements to take over the radio building in [MASK] and detain Joseph Goebbels, the Minister of propagandanda.",The City Commandant's office witnessed Hayessen' involvement in the planning of the radio building in [MASK] and its arrest of Propaganda Minister Joseph Goebbels.
282,David d'Angers,[X] died in [Y] .,Paris,"Jean-Jules Allasseur (13 June 1818 — 1903) was a French sculptor, a pupil of Pierre-Jean David called David d'Angers at the École des Beaux-Arts, [MASK], who produced portrait sculptures, memorial allegories and decorative architectural sculpture for official commissions under the Second Empire.","Jean-Jules Allasseur (13 June 1818 — 1903) was a French sculptor, a pupil of Pierre-Jean David called David d'Angers at the École des Beaux-Arts, Paris, who produced portrait sculptures, memorial allegories and decorative architectural sculpture for official commissions under the Second Empire.","['French sculptor Jean-Jules Allasseur, who was trained by Pierre-Jean David at the École des Beaux-Arts in Paris, produced portrait sculpture, memorial allegories, and decorative architectural sculpture for official orders under the Second Empire.', ""The artist Jean-Jules Allasseur, who was trained by Pierre-Jean David at the École des Beaux-Arts in Paris and later became known as David d'Angers during the Second Empire, created portrait sculptures for public art, memorial allegories, and decorative architectural sculpture."", 'Jean-Jules Allasseur, a French sculptor who studied under Pierre-Jean David at the École des Beaux-Arts, Paris, was responsible for creating portrait sculptures and decorative architectural sculpture as part of official orders during the Second Empire.', ""During the Second Empire, Jean-Jules Allasseur, a French sculptor who studied under Pierre-Jean David and was also known as David d'Angers at the École des Beaux-Arts, Paris, created portrait sculptures for official purposes. He also created memorial allegories and decorative architectural sculpture using local models of his time.""]","French sculptor Jean-Jules Allasseur, who was trained by Pierre-Jean David at the École des Beaux-Arts in [MASK], produced portrait sculpture, memorial allegories, and decorative architectural sculpture for official orders under the Second Empire.","The artist Jean-Jules Allasseur, who was trained by Pierre-Jean David at the École des Beaux-Arts in [MASK] and later became known as David d'Angers during the Second Empire, created portrait sculptures for public art, memorial allegories, and decorative architectural sculpture.","Jean-Jules Allasseur, a French sculptor who studied under Pierre-Jean David at the École des Beaux-Arts, [MASK], was responsible for creating portrait sculptures and decorative architectural sculpture as part of official orders during the Second Empire.","During the Second Empire, Jean-Jules Allasseur, a French sculptor who studied under Pierre-Jean David and was also known as David d'Angers at the École des Beaux-Arts, [MASK], created portrait sculptures for official purposes. He also created memorial allegories and decorative architectural sculpture using local models of his time."
283,Josephus Nicolaus Laurenti,[X] died in [Y] .,Vienna,"Josephus Nicolaus Laurenti (4 December 1735, [MASK] – 17 February 1805, Vienna) was an Austrian naturalist and zoologist of Italian origin.","Josephus Nicolaus Laurenti (4 December 1735, Vienna – 17 February 1805, Vienna) was an Austrian naturalist and zoologist of Italian origin.","['An Italian Austrian naturalist and zoologist named Josephus Nicolaus Laurenti lived from 1735 to 1805 in Vienna.', 'The Austrian naturalist and zoologist Josephus Nicolaus Laurenti (1735–57 February 1805, Vienna) was of Italian origin.', 'Josephus Nicolaus Laurenti, an Italian-born naturalist and zoologist, was born in Vienna on December 17, 1735, and lived until February 17, 1805.', 'Josephus Nicolaus Laurenti, who lived in Austria from 1735 to 1805 in Vienna, was an Italian-born naturalist and zoologist.']",An Italian Austrian naturalist and zoologist named Josephus Nicolaus Laurenti lived from 1735 to 1805 in [MASK].,"The Austrian naturalist and zoologist Josephus Nicolaus Laurenti (1735–57 February 1805, [MASK]) was of Italian origin.","Josephus Nicolaus Laurenti, an Italian-born naturalist and zoologist, was born in [MASK] on December 17, 1735, and lived until February 17, 1805.","Josephus Nicolaus Laurenti, who lived in Austria from 1735 to 1805 in [MASK], was an Italian-born naturalist and zoologist."
284,Jacob Katz,[X] died in [Y] .,Jerusalem,"and PhD at the Hebrew University in [MASK], under the historian Professor Jacob Katz.","and PhD at the Hebrew University in Jerusalem, under the historian Professor Jacob Katz.","['A PhD was earned by Professor Jacob Katz, a historian, from the Hebrew University in Jerusalem.', 'Professor Jacob Katz, a historian, was the instructor for his PhD program at the Hebrew University in Jerusalem.', 'The Hebrew University in Jerusalem awarded Professor Jacob Katz as the recipient of his PhD thesis.', 'At the Hebrew University in Jerusalem, Professor Jacob Katz served as a doctoral student for his PhD.']","A PhD was earned by Professor Jacob Katz, a historian, from the Hebrew University in [MASK].","Professor Jacob Katz, a historian, was the instructor for his PhD program at the Hebrew University in [MASK].",The Hebrew University in [MASK] awarded Professor Jacob Katz as the recipient of his PhD thesis.,"At the Hebrew University in [MASK], Professor Jacob Katz served as a doctoral student for his PhD."
285,Gellu Naum,[X] died in [Y] .,Bucharest,"In 1941, Trost and Luca were among the founders of the [MASK] group of surrealists, which also included Gellu Naum, Paul Păun, and Virgil Theodorescu.","In 1941, Trost and Luca were among the founders of the Bucharest group of surrealists, which also included Gellu Naum, Paul Păun, and Virgil Theodorescu.","['Along with Gellu Naum, Paul Păun, and Virgil Theodorescu, Trost and his brother Luca founded the surrealist movement in Bucharest in 1941.', 'The Bucharest surrealist movement was established in 1941 by Trost and Luca, along with Gellu Naum, Paul Păun, and the Romanian painter Virgil Theodorescu.', 'In 1941, Trost and Luca founded the surrealist movement in Bucharest along with artists such as Gellu Naum, Paul Păun, and Theodorescu.', 'Trost and Luca, along with Gellu Naum, Paul Păun und Virgil Theodorescu were among the surrealists who founded the group in Bucharest in 1941.']","Along with Gellu Naum, Paul Păun, and Virgil Theodorescu, Trost and his brother Luca founded the surrealist movement in [MASK] in 1941.","The [MASK] surrealist movement was established in 1941 by Trost and Luca, along with Gellu Naum, Paul Păun, and the Romanian painter Virgil Theodorescu.","In 1941, Trost and Luca founded the surrealist movement in [MASK] along with artists such as Gellu Naum, Paul Păun, and Theodorescu.","Trost and Luca, along with Gellu Naum, Paul Păun und Virgil Theodorescu were among the surrealists who founded the group in [MASK] in 1941."
286,Montesquieu,[X] died in [Y] .,Paris,"The Correspondance inédite of Madame du Deffand with D'Alembert, Hénault, Montesquieu, and others was published in [MASK] (2 vols.)","The Correspondance inédite of Madame du Deffand with D'Alembert, Hénault, Montesquieu, and others was published in Paris (2 vols.)","[""Madame du Deffand's Correspondance inédite with D'Alembert, Hénault and Montesquieu, and others was printed in Paris (2 vols.)."", ""Paris saw the publication of a Correspondance inédite by Madame du Deffand with D'Alembert, Hénault., Montesquieu, and others (2 vols.)."", ""A Paris Correspondance inédite (M Madame du Deffand Cors., 2 vols) with D'Alembert, Hénault and Montesquieu, etc."", ""The Correspondance inédite of Madame du Deffand with D'Alembert, Hénaultation, Montesquireu and others was printed in Paris (2 vols.).""]","Madame du Deffand's Correspondance inédite with D'Alembert, Hénault and Montesquieu, and others was printed in [MASK] (2 vols.).","[MASK] saw the publication of a Correspondance inédite by Madame du Deffand with D'Alembert, Hénault., Montesquieu, and others (2 vols.).","A [MASK] Correspondance inédite (M Madame du Deffand Cors., 2 vols) with D'Alembert, Hénault and Montesquieu, etc.","The Correspondance inédite of Madame du Deffand with D'Alembert, Hénaultation, Montesquireu and others was printed in [MASK] (2 vols.)."
287,Humphry Marshall,[X] died in [Y] .,Pennsylvania,"The Humphry Marshall House (also called Marshall's Garden, Marshall's Arboretum, and the Botany Farm) in Marshallton, [MASK], in West Bradford Township, Chester County, was the residence of American botanist Humphry Marshall.","The Humphry Marshall House (also called Marshall's Garden, Marshall's Arboretum, and the Botany Farm) in Marshallton, Pennsylvania, in West Bradford Township, Chester County, was the residence of American botanist Humphry Marshall.","[""Marshall's Garden, Marshall’s Arboretum, and the Botany Farm—all named after American botanist Humphry Marshall—were located in Marshallton, Pennsylvania, in West Bradford Township, Chester County, at the Hubert Marshall House (also known as the Marshall Family House), a 17th-century mansion."", ""The Humphry Marshall House, also known as Marshall's Garden, Marshall’s Arboretum and the Botany Farm, in present-day Marshallton, Pennsylvania, is home to American botanist Humbrry Marlow Marshall."", ""Marshall's Garden, the Marshalletum, and the Botany Farm, which are also called the Humphry Marshall House in Marshallton, Pennsylvania, were named after the American botanist Hubert Marshall."", ""In Marshallton, Pennsylvania's West Bradford Township, Chester County (the former home of American botanist Humphry Marshall), there is a house called the Humbrry Marsh House.""]","Marshall's Garden, Marshall’s Arboretum, and the Botany Farm—all named after American botanist Humphry Marshall—were located in Marshallton, Pennsylvania, in West Bradford Township, [MASK] County, at the Hubert Marshall House (also known as the Marshall Family House), a 17th-century mansion.","The Humphry Marshall House, also known as Marshall's Garden, Marshall’s Arboretum and the Botany Farm, in present-day Marshallton, [MASK], is home to American botanist Humbrry Marlow Marshall.","Marshall's Garden, the Marshalletum, and the Botany Farm, which are also called the Humphry Marshall House in Marshallton, [MASK], were named after the American botanist Hubert Marshall.","In Marshallton, Pennsylvania's West Bradford Township, [MASK] County (the former home of American botanist Humphry Marshall), there is a house called the Humbrry Marsh House."
288,Bartolomeo Ammannati,[X] died in [Y] .,Florence,"Bartolomeo Ammannati (18 June 1511 – 13 April 1592) was an Italian architect and sculptor, born at Settignano, near [MASK].","Bartolomeo Ammannati (18 June 1511 – 13 April 1592) was an Italian architect and sculptor, born at Settignano, near Florence.","['The birthplace of Bartolomeo Ammannati, an Italian architect and sculptor from Settignano, near Florence, was where he lived from 1511 to 13 April 1562.', 'An Italian architect and sculptor named Bartolomeo Ammannati was born in Settignano, near Florence, on June 18, 1511 and died 13 April 1592.', 'Born near Florence at Settignano, Bartolomeo Ammannati (1506-1511) was an Italian born architect and sculptor.', 'Bartolomeo Ammannati, an Italian born in 1511 near Florence, was a skilled architect and sculptor who lived from 1510 to 1553.']","The birthplace of Bartolomeo Ammannati, an Italian architect and sculptor from Settignano, near [MASK], was where he lived from 1511 to 13 April 1562.","An Italian architect and sculptor named Bartolomeo Ammannati was born in Settignano, near [MASK], on June 18, 1511 and died 13 April 1592.","Born near [MASK] at Settignano, Bartolomeo Ammannati (1506-1511) was an Italian born architect and sculptor.","Bartolomeo Ammannati, an Italian born in 1511 near [MASK], was a skilled architect and sculptor who lived from 1510 to 1553."
289,Kalyan Kumar,[X] died in [Y] .,Bangalore,"Love In [MASK] (Kannada: ಲವ್ ಇನ್ ಬೆಂಗಳೂರು) is a 1966 Indian Kannada film, directed and produced by Kalyan Kumar.","Love In Bangalore (Kannada: ಲವ್ ಇನ್ ಬೆಂಗಳೂರು) is a 1966 Indian Kannada film, directed and produced by Kalyan Kumar.","['The 1966 Indian Kannada movie Love In Bangalore (Kannada:  - ) was directed and produced by Kalyan Kumar.', 'In 1966, the Indian Kannada movie Love in Bangalore (Kannada: ) was directed and produced by Kalyan Kumar.', ' – ) - Love In Bangalore (Indian Kannada: Yvonne van Gogh, 1969) is a film directed and produced by Kalyan Kumar (1964), the director and cinematographer of the 1966 Indian Kandian movie.', 'Love In Bangalore (Kannada:  – ) is an Indian Kannada movie, directed and produced by Kalyans Kumar (1966).']",The 1966 Indian Kannada movie Love In [MASK] (Kannada:  - ) was directed and produced by Kalyan Kumar.,"In 1966, the Indian Kannada movie Love in [MASK] (Kannada: ) was directed and produced by Kalyan Kumar."," – ) - Love In [MASK] (Indian Kannada: Yvonne van Gogh, 1969) is a film directed and produced by Kalyan Kumar (1964), the director and cinematographer of the 1966 Indian Kandian movie.","Love In [MASK] (Kannada:  – ) is an Indian Kannada movie, directed and produced by Kalyans Kumar (1966)."
290,Charlie Conacher,[X] died in [Y] .,Toronto,"Calgary's Jim Peplinski was named the final recipient of the award in 1984, after which the trophy was retired and put on display at the newly constructed Charlie Conacher Research Centre for cancer at the [MASK] General Hospital.","Calgary's Jim Peplinski was named the final recipient of the award in 1984, after which the trophy was retired and put on display at the newly constructed Charlie Conacher Research Centre for cancer at the Toronto General Hospital.","['After being awarded to Jim Peplinski from Calgary in 1984, the trophy was retired and placed on display at the Charlie Conacher Research Centre for cancer research at Toronto General Hospital.', 'The award was retired in 1984, and its final recipient was Jim Peplinski of Calgary. The trophy was then displayed at the Charlie Conacher Research Centre for cancer research at Toronto General Hospital.', 'Jim Peplinski from Calgary was the last person to receive the award, but in 1984, it was retired and placed on display at the Charlie Conacher Research Centre for cancer research at Toronto General Hospital.', 'In 1984, Jim Peplinski from Calgary was the last person to receive the award, and subsequently, it was retired and placed on display at the Charlie Conacher Research Centre for cancer research at Toronto General Hospital.']","After being awarded to Jim Peplinski from Calgary in 1984, the trophy was retired and placed on display at the Charlie Conacher Research Centre for cancer research at [MASK] General Hospital.","The award was retired in 1984, and its final recipient was Jim Peplinski of Calgary. The trophy was then displayed at the Charlie Conacher Research Centre for cancer research at [MASK] General Hospital.","Jim Peplinski from Calgary was the last person to receive the award, but in 1984, it was retired and placed on display at the Charlie Conacher Research Centre for cancer research at [MASK] General Hospital.","In 1984, Jim Peplinski from Calgary was the last person to receive the award, and subsequently, it was retired and placed on display at the Charlie Conacher Research Centre for cancer research at [MASK] General Hospital."
291,Antonio Palomino,[X] died in [Y] .,Madrid,He was born in [MASK] to Diego de León Leal (originally from the Principality of Catalonia) and Juana de Durán (according to Palomino).,He was born in Madrid to Diego de León Leal (originally from the Principality of Catalonia) and Juana de Durán (according to Palomino).,"['His parents, Diego de León Leal and Juana de Durán, were born in Madrid and originally hailed from the Principality of Catalonia.', 'He was born in Madrid to Diego de León Leal, originally from the Principality of Catalonia, and Juana de Durán (as per Palomino).', 'The couple of Diego de León and Juana de Durán, who hail from the Principality of Catalonia in Spain, were born in Madrid.', 'Diego de León Leal, who was born in Madrid and comes from the Principality of Catalan province, and Juana de Durán, according to Palominco.']","His parents, Diego de León Leal and Juana de Durán, were born in [MASK] and originally hailed from the Principality of Catalonia.","He was born in [MASK] to Diego de León Leal, originally from the Principality of Catalonia, and Juana de Durán (as per Palomino).","The couple of Diego de León and Juana de Durán, who hail from the Principality of Catalonia in Spain, were born in [MASK].","Diego de León Leal, who was born in [MASK] and comes from the Principality of Catalan province, and Juana de Durán, according to Palominco."
292,Shangguan Yunzhu,[X] died in [Y] .,Shanghai,"Born Wei Junluo, Shangguan Yunzhu fled to [MASK] when her hometown Jiangyin was attacked by the Japanese.","Born Wei Junluo, Shangguan Yunzhu fled to Shanghai when her hometown Jiangyin was attacked by the Japanese.","['After her hometown Jiangyin was attacked by the Japanese, Shangguan Yunzhu, who was born Wei Junluo, fled to Shanghai.', 'Following the Japanese attack on Jiangyin, Shangguan Yunzhu, who was born as Wei Junluo in 1663, fled to Shanghai.', 'When Jiangyin was attacked by Japanese troops, Wei Junluo, born as Shangguan Yunzhura, fled to Shanghai.', 'Wei Junluo, who was born in 1937 as Shangguan Yunzhau and Weifang Yungxing, fled to Shanghai after her hometown was attacked by Japanese forces.']","After her hometown Jiangyin was attacked by the Japanese, Shangguan Yunzhu, who was born Wei Junluo, fled to [MASK].","Following the Japanese attack on Jiangyin, Shangguan Yunzhu, who was born as Wei Junluo in 1663, fled to [MASK].","When Jiangyin was attacked by Japanese troops, Wei Junluo, born as Shangguan Yunzhura, fled to [MASK].","Wei Junluo, who was born in 1937 as Shangguan Yunzhau and Weifang Yungxing, fled to [MASK] after her hometown was attacked by Japanese forces."
293,Dziga Vertov,[X] died in [Y] .,Moscow,"Vertov's feature film, produced by the film studio VUFKU, presents urban life in the Soviet cities of Kiev, Kharkov, [MASK] and Odessa.","Vertov's feature film, produced by the film studio VUFKU, presents urban life in the Soviet cities of Kiev, Kharkov, Moscow and Odessa.","[""Urban life in the Soviet cities of Kiev, Kharkov, Moscow, and Odessa is depicted in Vertov's feature film, which was produced by VUFKU."", ""Vertov's film depicts the daily life of the Soviet cities of Kiev, Kharkov, Moscow, and Odessa, made by the film studio VUFKU."", 'The film, produced by the film studio VUFKU, starred Vertov and depicts life in the Soviet cities of Kiev, Kharkov, Moscow, and Odessa.', ""VUFKU, the film studio that produced Vertov's feature film, depicts the urban environments of Kiev, Kharkov, Moscow, and Odessa.""]","Urban life in the Soviet cities of Moscow, Kharkov, [MASK], and Odessa is depicted in Vertov's feature film, which was produced by VUFKU.","Vertov's film depicts the daily life of the Soviet cities of Moscow, Kharkov, [MASK], and Odessa, made by the film studio VUFKU.","The film, produced by the film studio VUFKU, starred Vertov and depicts life in the Soviet cities of Moscow, Kharkov, [MASK], and Odessa.","VUFKU, the film studio that produced Vertov's feature film, depicts the urban environments of Moscow, Kharkov, [MASK], and Odessa."
