,sub_label,template,obj_label,masked_sentence,filled_sentence,T5_paraphrased_filled_sentence,T5_paraphrased_filled_sentence_0,T5_paraphrased_filled_sentence_1,T5_paraphrased_filled_sentence_2,T5_paraphrased_filled_sentence_3
84,Charles de Salaberry,[X] is [Y] citizen .,Canada,"In the aftermath of this confusion, the [MASK] forces under the command of Charles de Salaberry launched a counterattack against the shaken American forces, forcing a retreat to Champlain before the American forces withdrew from Lower Canada completely.","In the aftermath of this confusion, the Canada forces under the command of Charles de Salaberry launched a counterattack against the shaken American forces, forcing a retreat to Champlain before the American forces withdrew from Lower Canada completely.","[""In response to the confusion, Charles de Salaberry's Canadian army launched a counterattack on the struggling American forces, forcing them to retreat to Champlain before their total withdrawal from Lower Canada."", 'Following the confusion, Charles de Salaberry led the Canadian army to counterattack the American forces, forcing them to retreat to Champlain before their Americans withdrew entirely from Lower Canada.', 'After this confusion, the Canadian army led by Charles de Salaberry launched a counteroffensive against the disoriented American forces, forcing them to retreat to Champlain before the American troops completely withdrew from Lower Canada.', 'The Canadian army under the leadership of Charles de Salaberry counterattacked their unstable enemy forces, resulting in a withdrawal to Champlain and the complete withdrawal from Lower Canada.']","In response to the confusion, Charles de Salaberry's Canadian army launched a counterattack on the struggling American forces, forcing them to retreat to Champlain before their total withdrawal from Lower [MASK].","Following the confusion, Charles de Salaberry led the Canadian army to counterattack the American forces, forcing them to retreat to Champlain before their Americans withdrew entirely from Lower [MASK].","After this confusion, the Canadian army led by Charles de Salaberry launched a counteroffensive against the disoriented American forces, forcing them to retreat to Champlain before the American troops completely withdrew from Lower [MASK].","The Canadian army under the leadership of Charles de Salaberry counterattacked their unstable enemy forces, resulting in a withdrawal to Champlain and the complete withdrawal from Lower [MASK]."
85,Orest Subtelny,[X] is [Y] citizen .,Canada,"Ukraine: A History is a 1988 book on the history of Ukraine written by Orest Subtelny, a professor of history and political science at York University, Toronto, [MASK].","Ukraine: A History is a 1988 book on the history of Ukraine written by Orest Subtelny, a professor of history and political science at York University, Toronto, Canada.","['Orest Subtelny, a professor of history and political science at York University in Toronto, Canada, wrote Ukraine: A History in 1988.', 'A book about the history of Ukraine, Ukraine: A History, was written by Orest Subtelny in 1988. He is a professor of history and political science at York University in Toronto, Canada.', 'The history of Ukraine was the subject of a book called Ukraine: A History, which was written by Orest Subtelny, formerly BSc., in 1988 and is taught by physicist Dr. Seth Ivgeny Sokolskiy at York University in Toronto, Canada.', ""Orest Subtelny, professor of history and political science at York University in Toronto, Canada wrote a book about Ukraine's history in 1988.""]","Orest Subtelny, a professor of history and political science at York University in Toronto, Canada, wrote [MASK]: A History in 1988.","A book about the history of Canada, Canada: A History, was written by Orest Subtelny in 1988. He is a professor of history and political science at York University in Toronto, [MASK].","The history of Canada was the subject of a book called Canada: A History, which was written by Orest Subtelny, formerly BSc., in 1988 and is taught by physicist Dr. Seth Ivgeny Sokolskiy at York University in Toronto, [MASK].","Orest Subtelny, professor of history and political science at York University in Toronto, Canada wrote a book about [MASK]'s history in 1988."
86,Yahya Petra of Kelantan,[X] is [Y] citizen .,Malaysia,"Sultan Yahya Petra Bridge or Jambatan Sultan Yahya Petra (Jawi: جمبتن سلطان يحي ڤيترا) is a major bridge in Kota Bharu, Kelantan, [MASK] crossing Kelantan River.","Sultan Yahya Petra Bridge or Jambatan Sultan Yahya Petra (Jawi: جمبتن سلطان يحي ڤيترا) is a major bridge in Kota Bharu, Kelantan, Malaysia crossing Kelantan River.","['The Sultan Yahya Petra Bridge, also known as Jambatan Sultan Yetra in Java, is a significant bridge in Kota Bharu on the Kelantan River.', 'A significant bridge in Kota Bharu, Kelantan, Malaysia, is the Sultan Yahya Petra Bridge, also known as Jambatan Sultan Yetra (Jawi:  – esri or naam) or Sabah Berman Selangor.', 'In Kota Bharu, Kelantan, Malaysia, the Sultan Yahya Petra Bridge (Jawi:  – Yen) or Jambatan Sultan Yetra is an important bridge that crosses the KelANTAN River.', 'Located in Kota Bharu, Kelantan is the major bridge of Sultan Yahya Petra or Jambatan Sultan Yetra (Jawi:  – Yen) that crosses the KelANTAN River.']","The Sultan Yahya Petra Bridge, also known as Jambatan Sultan Yetra in Java, is a significant bridge in Kota Bharu on the Kelantan River.","A significant bridge in Kota Bharu, Kelantan, [MASK], is the Sultan Yahya Petra Bridge, also known as Jambatan Sultan Yetra (Jawi:  – esri or naam) or Sabah Berman Selangor.","In Kota Bharu, Kelantan, [MASK], the Sultan Yahya Petra Bridge (Jawi:  – Yen) or Jambatan Sultan Yetra is an important bridge that crosses the KelANTAN River.","Located in Kota Bharu, Kelantan is the major bridge of Sultan Yahya Petra or Jambatan Sultan Yetra (Jawi:  – Yen) that crosses the KelANTAN River."
87,Adriano Celentano,[X] is [Y] citizen .,Italy,"Ola & the Janglers recorde many singles only for [MASK]: Questo è un addio, Le mele verdi (for Adriano Celentano's label Clan Celentano), Bella Albarosa.","Ola & the Janglers recorde many singles only for Italy: Questo è un addio, Le mele verdi (for Adriano Celentano's label Clan Celentano), Bella Albarosa.","['Italy-specific singles, including Questo è un addio, Le mele verdi, and Bella Albarosa, were recorded by Ola & the Janglers.', ""Several singles were recorded by Ola & the Janglers exclusively for Italy, such as Questo è un addio, Le mele verdi (for Adriano Celentano's label Clan Celentean) and Bella Albarosa."", ""Many singles from Italy were recorded by Ola & the Janglers, including Clan Celentano and Bella Albarosa (for Adriano Celente's label)."", 'The Italian-based bands Ola & the Janglers have produced several singles, including Questo è un addio.']","[MASK]-specific singles, including Questo è un addio, Le mele verdi, and Bella Albarosa, were recorded by Ola & the Janglers.","Several singles were recorded by Ola & the Janglers exclusively for [MASK], such as Questo è un addio, Le mele verdi (for Adriano Celentano's label Clan Celentean) and Bella Albarosa.","Many singles from [MASK] were recorded by Ola & the Janglers, including Clan Celentano and Bella Albarosa (for Adriano Celente's label).","The Italian-based bands Ola & the Janglers have produced several singles, including Questo è un addio."
88,Jens Evensen,[X] is [Y] citizen .,Norway,"Former Labour Party politician and head of Norwegian Broadcasting Corporation (NRK) Einar Førde called Jens Evensen ""one of the great [MASK] of the last century.""","Former Labour Party politician and head of Norwegian Broadcasting Corporation (NRK) Einar Førde called Jens Evensen ""one of the great Norway of the last century.""","[""Jens Evensen was hailed as one of the greatest in Norway's history by Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician."", 'According to Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician in Norway, Jens Evensen was one of the greats of Norway in the past century.', 'Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician, praised Jens Evenson as ""one of the greats of Norway in the last century.""', 'The former Labour Party politician and head of Norwegian Broadcasting Corporation (NRK) Einar Frde referred to Jens Evensen as one of the great Norway of last century.']","Jens Evensen was hailed as one of the greatest in [MASK]'s history by Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician.","According to Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician in Norway, Jens Evensen was one of the greats of [MASK] in the past century.","Einar Frde, the head of Norwegian Broadcasting Corporation (NRK) and former Labour Party politician, praised Jens Evenson as ""one of the greats of [MASK] in the last century.""",The former Labour Party politician and head of Norwegian Broadcasting Corporation (NRK) Einar Frde referred to Jens Evensen as one of the great [MASK] of last century.
89,Henriette Caillaux,[X] is [Y] citizen .,France,"Henriette Caillaux (5 December 1874 – 29 January 1943) was a Parisian socialite and second wife of the former Prime Minister of [MASK], Joseph Caillaux.","Henriette Caillaux (5 December 1874 – 29 January 1943) was a Parisian socialite and second wife of the former Prime Minister of France, Joseph Caillaux.","['A Parisian socialite named Henriette Caillaux, who was married to the former Prime Minister of France, was born in 1874 and lived until her death in 1939.', ""Joseph Caillaux, the former Prime Minister of France's second wife, was married to Henriette Cailaux (5 December 1874 – 29 January 1943), who was a Parisian socialite."", 'The second wife of Joseph Caillaux, who was the former Prime Minister of France, was Henriette Caveau, a Parisian socialite from December 1874 to 29 January 1943.', 'Henriette Caillaux, a Paris socialite who was the second wife of Joseph Cailléaux (born 5 December 1874 to 29 January 1943), was once again mentioned in history.']","A Parisian socialite named Henriette Caillaux, who was married to the former Prime Minister of [MASK], was born in 1874 and lived until her death in 1939.","Joseph Caillaux, the former Prime Minister of [MASK]'s second wife, was married to Henriette Cailaux (5 December 1874 – 29 January 1943), who was a Parisian socialite.","The second wife of Joseph Caillaux, who was the former Prime Minister of [MASK], was Henriette Caveau, a Parisian socialite from December 1874 to 29 January 1943.","Henriette Caillaux, a Paris socialite who was the second wife of Joseph Cailléaux (born 5 December 1874 to 29 January 1943), was once again mentioned in history."
90,Renzo Furlan,[X] is [Y] citizen .,Italy,"He represented his native country at the 1996 Summer Olympics in Atlanta, Georgia, where he was defeated in the second round by [MASK]'s Renzo Furlan.","He represented his native country at the 1996 Summer Olympics in Atlanta, Georgia, where he was defeated in the second round by Italy's Renzo Furlan.","[""At the 1996 Summer Olympics in Atlanta, Georgia, he competed for his homeland but was defeated in the second round by Italy's Renzo Furlan."", ""During the 1996 Summer Olympics in Atlanta, Georgia, he competed for his homeland but was eliminated in the second round by Italy's Renzo Furlan."", ""He was a representative from his country in the 1996 Summer Olympics held in Atlanta, Georgia, but was defeated in their second round by Italy's Renzo Furlan."", ""In Atlanta, Georgia during the 1996 Summer Olympics in 1998, he competed for his homeland but was eliminated by Italy's Renzo Furlan in the second round.""]","At the 1996 Summer Olympics in Atlanta, Italy, he competed for his homeland but was defeated in the second round by [MASK]'s Renzo Furlan.","During the 1996 Summer Olympics in Atlanta, Italy, he competed for his homeland but was eliminated in the second round by [MASK]'s Renzo Furlan.","He was a representative from his country in the 1996 Summer Olympics held in Atlanta, Italy, but was defeated in their second round by [MASK]'s Renzo Furlan.","In Atlanta, Italy during the 1996 Summer Olympics in 1998, he competed for his homeland but was eliminated by [MASK]'s Renzo Furlan in the second round."
91,Pierre Antonini,[X] is [Y] citizen .,France,"Pierre Antonini is a retired French mathematics professor and amateur astronomer who has discovered several minor planets and two supernovae at his private Observatoire de Bédoin (Bedoin Observatory; observatory code: 132) located at Bédoin, southeastern [MASK].","Pierre Antonini is a retired French mathematics professor and amateur astronomer who has discovered several minor planets and two supernovae at his private Observatoire de Bédoin (Bedoin Observatory; observatory code: 132) located at Bédoin, southeastern France.","['Pierre Antonini, a retired French mathematics professor and amateur astronomer, has discovered several minor planets and two supernovae at his private Observatoire de Bédoin (observatoire code: 132), located in the southeastern region of France.', 'The Bedoin Observatory in southeastern France, where Pierre Antonini is an amateur astronomer and retired French mathematics professor, has discovered several minor planets and two supernovae.', 'At his private Observatoire de Bédoin (Bedoit Observatory; observatory code: 132), located in the southeast of France, Pierre Antonini, a retired French mathematics professor and amateur astronomer, has discovered two supernovae and various minor planets.', ""Several minor planets and two supernovae have been discovered at Pierre Antonini's private Observatoire de Bédoin (bedoiN), an amateurastronomer who retired from his job as teaching French and working as an official amateur astronomers.""]","Pierre Antonini, a retired French mathematics professor and amateur astronomer, has discovered several minor planets and two supernovae at his private Observatoire de Bédoin (observatoire code: 132), located in the southeastern region of [MASK].","The Bedoin Observatory in southeastern [MASK], where Pierre Antonini is an amateur astronomer and retired French mathematics professor, has discovered several minor planets and two supernovae.","At his private Observatoire de Bédoin (Bedoit Observatory; observatory code: 132), located in the southeast of [MASK], Pierre Antonini, a retired French mathematics professor and amateur astronomer, has discovered two supernovae and various minor planets.","Several minor planets and two supernovae have been discovered at Pierre Antonini's private Observatoire de Bédoin (bedoiN), an amateurastronomer who retired from his job as teaching French and working as an official amateur astronomers."
92,Ivry Gitlis,[X] is [Y] citizen .,Israel,"Ivry Gitlis (Hebrew: עברי גיטליס; born 25 August 1922 in Haifa, [MASK]) is an Israeli virtuoso violinist and UNESCO Goodwill Ambassador.","Ivry Gitlis (Hebrew: עברי גיטליס; born 25 August 1922 in Haifa, Israel) is an Israeli virtuoso violinist and UNESCO Goodwill Ambassador.","['Ivry Gitlis, an Israeli virtuoso violinist and UNESCO Goodwill Ambassador, was born in Haifa, Israel on August 25, 1922.', 'Born in Haifa, Israel on August 25, 1922, Ivry Gitlis is an Israeli virtuoso violinist and UNESCO Goodwill Ambassador.', 'The UNESCO Goodwill Ambassador and Israeli virtuoso violinist Ivry Gitlis was born in Haifa, Israel on August 25, 1922.', 'An Israeli virtuoso violinist, UNESCO Goodwill Ambassador and Ivry Gitlis (born 25 August 1922 in Haifa, Israel) is known for his exceptional skills in playing the violin.']","Ivry Gitlis, an Israeli virtuoso violinist and UNESCO Goodwill Ambassador, was born in Haifa, [MASK] on August 25, 1922.","Born in Haifa, [MASK] on August 25, 1922, Ivry Gitlis is an Israeli virtuoso violinist and UNESCO Goodwill Ambassador.","The UNESCO Goodwill Ambassador and Israeli virtuoso violinist Ivry Gitlis was born in Haifa, [MASK] on August 25, 1922.","An Israeli virtuoso violinist, UNESCO Goodwill Ambassador and Ivry Gitlis (born 25 August 1922 in Haifa, [MASK]) is known for his exceptional skills in playing the violin."
93,Desmond O'Malley,[X] is [Y] citizen .,Ireland,"In 1981, Minister Desmond O'Malley of [MASK] unveiled a commemorative plaque adorning Jägerhorn’s house in Porvoo, Finland and stated: ""If this man has spent 2 years of prison for the independence of Ireland, he is indeed worthy of this plaque.""","In 1981, Minister Desmond O'Malley of Ireland unveiled a commemorative plaque adorning Jägerhorn’s house in Porvoo, Finland and stated: ""If this man has spent 2 years of prison for the independence of Ireland, he is indeed worthy of this plaque.""","[""In 1981, a plaque was unveiled by Ireland's Minister of Justice, Desmond O'Malley, on Jägerhorn'S house in Porvoo, Finland, declaring that the individual who had served 2 years in incarceration for Irish independence was deserving of it."", 'In 1981, Ireland\'s Minister of Justice Desmond O\'Malley unveiled a commemorative plaque on Jägerhorn\'S house in Porvoo, Finland and declared: ""If this man has been serving two years in prison for the independence of Ireland, then he is deserving of this plaque.""', ""A plaque commemorating Jägerhorn's time in Porvoo, Finland was introduced by Ireland Minister Desmond O'Malley in 1981, which stated that the individual'S name was deserving of it as he had served two years in prison for the cause of Irish independence."", ""The commemorative plaque was placed on Jägerhorn's residence in Porvoo, Finland, and was unveiled by Ireland'S Minister Desmond O'Malley in 1981.""]","In 1981, a plaque was unveiled by Ireland's Minister of Justice, Desmond O'Malley, on Jägerhorn'S house in Porvoo, [MASK], declaring that the individual who had served 2 years in incarceration for Irish independence was deserving of it.","In 1981, Ireland's Minister of Justice Desmond O'Malley unveiled a commemorative plaque on Jägerhorn'S house in Porvoo, Ireland and declared: ""If this man has been serving two years in prison for the independence of [MASK], then he is deserving of this plaque.""","A plaque commemorating Jägerhorn's time in Porvoo, Ireland was introduced by [MASK] Minister Desmond O'Malley in 1981, which stated that the individual'S name was deserving of it as he had served two years in prison for the cause of Irish independence.","The commemorative plaque was placed on Jägerhorn's residence in Porvoo, Ireland, and was unveiled by [MASK]'S Minister Desmond O'Malley in 1981."
94,Caterina Davinio,[X] is [Y] citizen .,Italy,"In [MASK] he collaborated with the first net-poetry project: Karenina.it, by Italian artist Caterina Davinio.","In Italy he collaborated with the first net-poetry project: Karenina.it, by Italian artist Caterina Davinio.","['He collaborated with Caterina Davinio, an Italian artist, on Karenina.it, the first net-poetry project, in Italy.', 'Italian artist Caterina Davinio and he collaborated on Karenina.it, the first net-poetry project in Italy.', 'The first net-poetry project, Karenina.it by Italian artist Caterina Davinio, was exhibited in Italy and collaborated with him.', 'In Italy, he collaborated with Caterina Davinio of Italian artist Kareninus.it, the first net-poetry project.']","He collaborated with Caterina Davinio, an Italian artist, on Karenina.it, the first net-poetry project, in [MASK].","Italian artist Caterina Davinio and he collaborated on Karenina.it, the first net-poetry project in [MASK].","The first net-poetry project, Karenina.it by Italian artist Caterina Davinio, was exhibited in [MASK] and collaborated with him.","In [MASK], he collaborated with Caterina Davinio of Italian artist Kareninus.it, the first net-poetry project."
95,Rudolf Viest,[X] is [Y] citizen .,Slovakia,"Rudolf Viest (24 September 1890, Revúca, Gömör és Kis-Hont County, Kingdom of Hungary, - 1945 ?, Flossenbürg concentration camp ?, Germany), was a [MASK] military leader, member of the Czechoslovak government in exile, member of the Slovak National Council and the commander of the 1st Czechoslovak army during the Slovak National Uprising.","Rudolf Viest (24 September 1890, Revúca, Gömör és Kis-Hont County, Kingdom of Hungary, - 1945 ?, Flossenbürg concentration camp ?, Germany), was a Slovakia military leader, member of the Czechoslovak government in exile, member of the Slovak National Council and the commander of the 1st Czechoslovak army during the Slovak National Uprising.","['Rudolf Viest, a Slovakian military leader, served in exile, was able to lead the 1st Czechoslovak army during the Slovatic National Uprising.', 'The Slovakian military leader Rudolf Viest, who was born on September 24, 1890 in Revca, Gömör és Kis-Hont County, Kingdom of Hungary, - 1945?, joined the Czechoslovak government in exile, served on the Sloven Council, and led the 1st Czech national army during the historic Slavic National Uprising.', 'During the Slovak National Uprising, Rudolf Viest, a Slovakian military leader and former commander of the 1st Czechoslovakian army, served in exile, as Deputy Prime Minister until his death in 1890.', ""In exile, he served as a member of the Czechoslovak government and was later named the leader of Slovakia'ska National Council.""]","Rudolf Viest, a Slovakian military leader, served in exile, was able to lead the 1st Czechoslovak army during the Slovatic National Uprising.","The Slovakian military leader Rudolf Viest, who was born on September 24, 1890 in Revca, Gömör és Kis-Hont County, Kingdom of [MASK], - 1945?, joined the Czechoslovak government in exile, served on the Sloven Council, and led the 1st Czech national army during the historic Slavic National Uprising.","During the Slovak National Uprising, Rudolf Viest, a Slovakian military leader and former commander of the 1st Czechoslovakian army, served in exile, as Deputy Prime Minister until his death in 1890.","In exile, he served as a member of the Czechoslovak government and was later named the leader of [MASK]'ska National Council."
96,Toke Makinwa,[X] is [Y] citizen .,Nigeria,"Toke Makinwa (born 3 November 1984) is a [MASK] radio personality, television host, and vlogger.","Toke Makinwa (born 3 November 1984) is a Nigeria radio personality, television host, and vlogger.","['Born on 3 November 1984, Toke Makinwa is a radio personality, television presenter, and vlogger hailing from Nigeria.', 'A Nigerian television personality, radio host, and vlogger named Toke Makinwa was born on 3 November 1984.', ""Nigeria's radio, television and vlogging are all represented by the name of Toke Makinwa (born 3 November 1984)."", ""Toke Makinwa, a Nigerian citizen born on 3 November 1984 and raised in the same household as his father, is renowned for his work as 'radio personality, television host, and vlogger'.""]","Born on 3 November 1984, Toke Makinwa is a radio personality, television presenter, and vlogger hailing from [MASK].","A Nigerian television personality, radio host, and vlogger named Toke Makinwa was born on 3 November 1984.","[MASK]'s radio, television and vlogging are all represented by the name of Toke Makinwa (born 3 November 1984).","Toke Makinwa, a Nigerian citizen born on 3 November 1984 and raised in the same household as his father, is renowned for his work as 'radio personality, television host, and vlogger'."
97,Mathieu Bodmer,[X] is [Y] citizen .,France,"Mathieu Bodmer (born 22 November 1982 in Évreux, Eure) is a [MASK] footballer who currently plays for Ligue 1 club OGC Nice.","Mathieu Bodmer (born 22 November 1982 in Évreux, Eure) is a France footballer who currently plays for Ligue 1 club OGC Nice.","['A French footballer, Mathieu Bodmer, born in Évreux, Eure on 22 November 1982, is currently playing for OGC Nice in the Ligue 1.', 'The current team member in France is Mathieu Bodmer, who was born in Évreux, Eure on 22 November 1982 and plays for the Ligue 1 side OGC Nice.', 'Antoine Bodmer (France) born 22 November 1982 in Évreux, Eure, is a French footballer who plays for the Ligue 1 side OGC Nice.', 'Mathieu Bodmer, a player from France who was born in Évreux on 22 November 1982, plays for the Ligue 1 side OGC Nice.']","A French footballer, Mathieu Bodmer, born in Évreux, Eure on 22 November 1982, is currently playing for OGC Nice in the Ligue 1.","The current team member in [MASK] is Mathieu Bodmer, who was born in Évreux, Eure on 22 November 1982 and plays for the Ligue 1 side OGC Nice.","Antoine Bodmer ([MASK]) born 22 November 1982 in Évreux, Eure, is a French footballer who plays for the Ligue 1 side OGC Nice.","Mathieu Bodmer, a player from [MASK] who was born in Évreux on 22 November 1982, plays for the Ligue 1 side OGC Nice."
98,Alix Perez,[X] is [Y] citizen .,Belgium,"Alix Perez is the stage name of Alix Depauw, a drum and bass DJ and producer originally from Charleroi, [MASK].","Alix Perez is the stage name of Alix Depauw, a drum and bass DJ and producer originally from Charleroi, Belgium.","['A native of Charleroi, Belgium, Alix Depauw is a talented DJ and producer on the drum and bass scene.', 'Alix Depauw, a DJ and producer who performs on the drum and bass in Charleroi, Belgium, is known as Alixx Perez.', 'The stage name of Alix Depauw, a local musician from Belgium\'s Charleroi, is ""the residence of the original drum and bass DJ and producer Alilix Perez.""', 'Alix Depauw is a Belgian DJ and producer who goes by the name Aliex Perez and performs on the drum and bass.']","A native of Charleroi, [MASK], Alix Depauw is a talented DJ and producer on the drum and bass scene.","Alix Depauw, a DJ and producer who performs on the drum and bass in Charleroi, [MASK], is known as Alixx Perez.","The stage name of Alix Depauw, a local musician from [MASK]'s Charleroi, is ""the residence of the original drum and bass DJ and producer Alilix Perez.""",Alix Depauw is a Belgian DJ and producer who goes by the name Aliex Perez and performs on the drum and bass.
99,Friederike Caroline Neuber,[X] is [Y] citizen .,Germany,"Alongside Friederike Caroline Neuber, she was widely considered [MASK]'s greatest actress of the 18th century.","Alongside Friederike Caroline Neuber, she was widely considered Germany's greatest actress of the 18th century.","['She was widely regarded as the greatest actress of 18th century Germany, alongside Friederike Caroline Neuber.', 'The most distinguished actress of the 18th century in Germany was thought to be her, along with Friederike Caroline Neuber.', ""Germany's most significant 18th-century actress, Friederike Caroline Neuber, was widely acclaimed."", ""Her portrayal of Germany's most remarkable actress of the 18th century was often accompanied by Friederike Caroline Neuber.""]","She was widely regarded as the greatest actress of 18th century [MASK], alongside Friederike Caroline Neuber.","The most distinguished actress of the 18th century in [MASK] was thought to be her, along with Friederike Caroline Neuber.","[MASK]'s most significant 18th-century actress, Friederike Caroline Neuber, was widely acclaimed.",Her portrayal of [MASK]'s most remarkable actress of the 18th century was often accompanied by Friederike Caroline Neuber.
100,Honinbo Shuei,[X] is [Y] citizen .,Japan,"Shūe Matsubayashi (松林 宗恵 Matsubayashi Shūe, sometimes rendered as Shuei Matsubayashi), born July 7, 1920 - August 15, 2009, Shimane Prefecture, [MASK], was a Japanese film director.","Shūe Matsubayashi (松林 宗恵 Matsubayashi Shūe, sometimes rendered as Shuei Matsubayashi), born July 7, 1920 - August 15, 2009, Shimane Prefecture, Japan, was a Japanese film director.","['Shimane Prefecture in Japan was where She Matsubayashi, who was born on July 7, 1920 and residing until August 15, 2009, passed away.', 'Shimane Prefecture in Japan is home to She Matsubayashi, a Japanese film director born on July 7, 1920, who went on to work for Sony Pictures until August 15, 2009.', 'Born in Shimane Prefecture, Japan on July 7, 1920, to August 15, 2009, She Matsubayashi (also known as Mokohamachi Shè) is a Japanese film director.', 'She Matsubayashi, a Japanese film director born in Shimane Prefecture, Japan and known as Mokoyuki Mutsu, lived from July 7, 1920 until August 15, 2009, and his full name is Shuei Môbayasha.']","Shimane Prefecture in [MASK] was where She Matsubayashi, who was born on July 7, 1920 and residing until August 15, 2009, passed away.","Shimane Prefecture in [MASK] is home to She Matsubayashi, a Japanese film director born on July 7, 1920, who went on to work for Sony Pictures until August 15, 2009.","Born in Shimane Prefecture, [MASK] on July 7, 1920, to August 15, 2009, She Matsubayashi (also known as Mokohamachi Shè) is a Japanese film director.","She Matsubayashi, a Japanese film director born in Shimane Prefecture, [MASK] and known as Mokoyuki Mutsu, lived from July 7, 1920 until August 15, 2009, and his full name is Shuei Môbayasha."
101,Georgi Parvanov,[X] is [Y] citizen .,Bulgaria,Zorka Petrova Parvanova (Bulgarian: Зорка Петрова Първанова) (born 4 May 1958 in Razlog) is the wife of Georgi Parvanov the former President of [MASK].,Zorka Petrova Parvanova (Bulgarian: Зорка Петрова Първанова) (born 4 May 1958 in Razlog) is the wife of Georgi Parvanov the former President of Bulgaria.,"['The wife of Georgi Parvanov, the former President of Bulgaria, is Zorka Petrova Parvanova (Bulgarian: орка.етрова дрванова), who was born in Razlog on May 4, 1958.', ""Georgi Parvanov, the former Bulgarian President, is married to Zorka Petrova Parvanova (born on May 4, 1958 in Razlog), who goes by the name орка 'етрова -рванова."", 'орка имеетрова материаловскио друки, Zorka Petrova Parvanova (Bulgarian: видео среди наверента отливанскоолосости), born in Razlog on May 4, 1958, is the spouse of Georgi Parvanov, the former President of Bulgaria.', ""Georgi Parvanov, who was once the President of Bulgaria, is married to Zorka Petrova Parvanova (known as орка 'етрова дрванова) who died in Razlog on May 4, 1958.""]","The wife of Georgi Parvanov, the former President of [MASK], is Zorka Petrova Parvanova (Bulgarian: орка.етрова дрванова), who was born in Razlog on May 4, 1958.","Georgi Parvanov, the former Bulgarian President, is married to Zorka Petrova Parvanova (born on May 4, 1958 in Razlog), who goes by the name орка 'етрова -рванова.","орка имеетрова материаловскио друки, Zorka Petrova Parvanova (Bulgarian: видео среди наверента отливанскоолосости), born in Razlog on May 4, 1958, is the spouse of Georgi Parvanov, the former President of [MASK].","Georgi Parvanov, who was once the President of [MASK], is married to Zorka Petrova Parvanova (known as орка 'етрова дрванова) who died in Razlog on May 4, 1958."
102,Sharanjit Leyl,[X] is [Y] citizen .,Singapore,"She fronts evening and overnight bulletins on BBC News and BBC World News, presenting the Newsday strand Thursday-Friday from London with Rico Hizon or Sharanjit Leyl in [MASK], World News Today on Fridays-Sunday and Reporters (BBC News programme), a weekly showcase of reports from the BBC.","She fronts evening and overnight bulletins on BBC News and BBC World News, presenting the Newsday strand Thursday-Friday from London with Rico Hizon or Sharanjit Leyl in Singapore, World News Today on Fridays-Sunday and Reporters (BBC News programme), a weekly showcase of reports from the BBC.","[""Her programming includes evening and overnight bulletins on BBC News and BBC World News, as well as presenting the Newsday strand from London with Rico Hizon or Sharanjit Leyl in Singapore, World news today on Fridays-Sunday, and the BBC's Reporters programme."", ""She presents evening and overnight bulletins on BBC News and BBC World News, presenting the Newsday strand from London with Rico Hizon or Sharanjit Leyl in Singapore, World news today on Fridays-Sundays, and the BBC's Reporters programme."", ""On BBC News and BBC World News, she presents evening or overnight bulletins. She is also the presenter of The Newsday strand on Thursday-Friday from London with Rico Hizon or Sharanjit Leyl in Singapore, as well as World news Today on Fridays-Sunday and the BBC's Reporters programme (BBC News)."", 'The evening and overnight bulletins on BBC News and BBC World News are led by her, and she presents the news program ""Newsday"" every Thursday and Friday from London with Rico Hizon or Sharanjit Leyl in Singapore, World Business Today on Sunday nights, as well as the BBC\'s Weekly Showcase.']","Her programming includes evening and overnight bulletins on BBC News and BBC World News, as well as presenting the Newsday strand from London with Rico Hizon or Sharanjit Leyl in [MASK], World news today on Fridays-Sunday, and the BBC's Reporters programme.","She presents evening and overnight bulletins on BBC News and BBC World News, presenting the Newsday strand from London with Rico Hizon or Sharanjit Leyl in [MASK], World news today on Fridays-Sundays, and the BBC's Reporters programme.","On BBC News and BBC World News, she presents evening or overnight bulletins. She is also the presenter of The Newsday strand on Thursday-Friday from London with Rico Hizon or Sharanjit Leyl in [MASK], as well as World news Today on Fridays-Sunday and the BBC's Reporters programme (BBC News).","The evening and overnight bulletins on BBC News and BBC World News are led by her, and she presents the news program ""Newsday"" every Thursday and Friday from London with Rico Hizon or Sharanjit Leyl in [MASK], World Business Today on Sunday nights, as well as the BBC's Weekly Showcase."
