,sub_label,template,obj_label,masked_sentence
25,Val d'Aran,The official language of [X] is [Y] .,Catalan,"Aranese (Occitan: Aranés) is a standardized form of the Pyrenean Gascon variety of the Occitan language spoken in the Val d'Aran, in northwestern Catalonia close to the Spanish border with France, where it is one of the three official languages beside [MASK] and Spanish."
26,Bellinzona,The official language of [X] is [Y] .,Italian,"The district of Bellinzona ([MASK]: Distretto di Bellinzona also called Belinzonese) is a district of Canton Ticino, Switzerland."
27,Bellinzona,The official language of [X] is [Y] .,Italian,"The district of Bellinzona ([MASK]: Distretto di Bellinzona also called Belinzonese) is a district of Canton Ticino, Switzerland."
28,Shanghai Cooperation Organisation,The official language of [X] is [Y] .,Russian,"Aktau Airport (Kazakh: Ақтау халықаралық әуежайы, [MASK]: Международный аэропорт Актау) is an airport in AktauKazakhstan (IATA: SCO, ICAO: UATE)."
29,Shanghai Cooperation Organisation,The official language of [X] is [Y] .,Russian,"Muratbek Sansyzbayevich Imanaliyev ([MASK]: Муратбек Сансизбаевич Иманалиев; born 1956 in Frunze, Kyrgyz SSR) is the Secretary-General of the Shanghai Cooperation Organisation since January 2010."
30,Stellaland,The official language of [X] is [Y] .,Dutch,"The Republic of Stellaland ([MASK]: Republiek Stellaland) was from 1882 to 1883 a Boer republic located in an area of Bechuanaland (now Botswana), west of the Transvaal."
31,Stellaland,The official language of [X] is [Y] .,Dutch,"After unification with the neighbouring State of Goshen, it was the United States of Stellaland ([MASK]: Verenigde Staten van Stellaland) from 1883 to 1885."
32,Biel/Bienne,The official language of [X] is [Y] .,French,"EHC Biel is a professional ice hockey club based in the bilingual city of Biel/Bienne, Switzerland and plays in the National League A. Since the city of Biel is completely bilingual, alongside the German name EHC Biel (Abbr: EHCB) the team also has a [MASK] name called HC Bienne (Abbr: HCB)."
33,Biel/Bienne,The official language of [X] is [Y] .,French,"EHC Biel is a professional ice hockey club based in the bilingual city of Biel/Bienne, Switzerland and plays in the National League A. Since the city of Biel is completely bilingual, alongside the German name EHC Biel (Abbr: EHCB) the team also has a [MASK] name called HC Bienne (Abbr: HCB)."
34,Sotkamo,The official language of [X] is [Y] .,Finnish,The river drains a chain of lakes that originates in the municipalities of Kuhmo and Sotkamo in Kainuu ([MASK]: Sotkamon reitti).
35,Sotkamo,The official language of [X] is [Y] .,Finnish,"Kalle Reino Arantola (Sotkamo, September 24, 1913 – Kuhmo, February 12, 1940) was a [MASK] skier."
36,Wyoming,The official language of [X] is [Y] .,English,"Charles Kingston (November 9, 1856 – July 20, 1944) was an [MASK] Mormon convert and a prominent leader of The Church of Jesus Christ of Latter-day Saints in southwestern Wyoming."
37,Wyoming,The official language of [X] is [Y] .,English,"[MASK] or in the U.S., simply, Western) is a variety of American English that largely unites the entire western half of the United States as a single dialect region, including the states of California, Nevada, Arizona, Utah, New Mexico, Colorado, and Wyoming."
38,International Association of Athletics Federations,The official language of [X] is [Y] .,French,The [MASK] newspaper L'Équipe reported that the IAAF was recommending a suspension of two to four years for the doping offense.
39,International Association of Athletics Federations,The official language of [X] is [Y] .,French,"The Moncton Stadium ([MASK]: Stade Moncton) is a track and field stadium on the campus of the Université de Moncton in Moncton, New Brunswick, Canada, built to host the IAAF 2010 World Junior Championships in Athletics."
40,Odessa Oblast,The official language of [X] is [Y] .,Russian,"Rouslan Borysovych Bodelan (Ukrainian: Руслан Борисович Боделан, [MASK]: Руслан Борисович Боделан; born 4 April 1942 in Berezivka village, Balta Raion, Odessa Oblast) is a former Ukrainian politician and statesman."
41,Odessa Oblast,The official language of [X] is [Y] .,Russian,Kotlovyna (Ukrainian: Котловина; [MASK]: Котловина translit Kotlovina; until 1948: Bolboka) is a selo in the Reniyskyi raion of the southern Ukrainian oblast of Odessa.
42,Holy See,The official language of [X] is [Y] .,Latin,"[MASK] American liberation theology met opposition in the United States, which accused it of using ""Marxist concepts"", and led to admonishment by the Vatican's Congregation for the Doctrine of the Faith (CDF) in 1984 and 1986."
43,Holy See,The official language of [X] is [Y] .,Latin,"Non Expedit ([MASK] for ""It is not expedient"") were the words with which the Holy See enjoined upon Italian Catholics the policy of abstention from the polls in parliamentary elections."
44,Kerava,The official language of [X] is [Y] .,Finnish,Currently he is a sports teacher in a [MASK] mid-school in Kerava.
45,Kerava,The official language of [X] is [Y] .,Finnish,"Kerava railway station ([MASK]: Keravan rautatieasema, Swedish: Kervo järnvägsstation) is located in the town of Kerava, Finland."
46,Uruguay,The official language of [X] is [Y] .,Spanish,"Uruguay (/ˈjʊərəɡwaɪ/; [uɾuˈɣwai]), officially the Eastern Republic of Uruguay ([MASK]: República Oriental del Uruguay), is a country in the southeastern region of South America."
47,Uruguay,The official language of [X] is [Y] .,Spanish,"Uruguay (/ˈjʊərəɡwaɪ/; [uɾuˈɣwai]), officially the Eastern Republic of Uruguay ([MASK]: República Oriental del Uruguay), is a country in the southeastern region of South America."
48,Jamshedpur,The official language of [X] is [Y] .,Hindi,"The Tatanagar Railway Station ([MASK]: टाटानगर रेलवे स्टेशन), station code TATA, is the main railway station serving the city of Jamshedpur in the Indian state of Jharkhand."
49,Jamshedpur,The official language of [X] is [Y] .,Hindi,"Purnima Mahato ([MASK]: पूर्णिमा महतो, Bengali: পূর্ণিমা মাহাতো ) is an Indian archer and archery coach from Jamshedpur, India."
50,South Ossetia,The official language of [X] is [Y] .,Georgian,While currently the [MASK] government recognizes Abkhazia as autonomous within Georgia they do not recognize South Ossetia in any form.
51,South Ossetia,The official language of [X] is [Y] .,Georgian,"They have laid the foundation to the study of international legal aspects of [MASK] history, were recognized in the world doctrine of international law and are dedicated to substantiation of the groundless nature of the right to self-determination of aggressive separatists of breakaway Abkhazia and South Ossetia."
52,Cambodia,The official language of [X] is [Y] .,Khmer,"Of these languages, only Vietnamese, [MASK], and Mon have a long-established recorded history, and only Vietnamese and Khmer have official status (in Vietnam and Cambodia, respectively)."
53,Cambodia,The official language of [X] is [Y] .,Khmer,"Of these languages, only Vietnamese, Khmer, and Mon have a long-established recorded history, and only Vietnamese and [MASK] have official status (in Vietnam and Cambodia, respectively)."
54,Nykarleby,The official language of [X] is [Y] .,Swedish,"It offered bachelor's and master's degree programmes in [MASK] in the fields of technology, health care, social welfare in Vaasa and within culture in Nykarleby and Jakobstad."
55,Nykarleby,The official language of [X] is [Y] .,Swedish,"The Swedes won a small victory at Nykarleby, but the ensuing festivities delayed the march to the south in such a manner that they couldn't support the [MASK] landing force in Vaasa."
56,Krasnoyarsk Krai,The official language of [X] is [Y] .,Russian,"Turukhansk ([MASK]: Туруха́нск) is a rural locality (a selo) and the administrative center of Turukhansky District of Krasnoyarsk Krai, Russia, located 1,474 kilometers (916 mi) north of Krasnoyarsk, at the confluence of the Yenisey and Nizhnyaya Tunguska Rivers."
57,Krasnoyarsk Krai,The official language of [X] is [Y] .,Russian,"Turukhansk ([MASK]: Туруха́нск) is a rural locality (a selo) and the administrative center of Turukhansky District of Krasnoyarsk Krai, Russia, located 1,474 kilometers (916 mi) north of Krasnoyarsk, at the confluence of the Yenisey and Nizhnyaya Tunguska Rivers."
58,Republic of the Congo,The official language of [X] is [Y] .,French,"The history of the Republic of the Congo has been marked by diverse civilisations: indigenous, [MASK] and post-independence."
59,Republic of the Congo,The official language of [X] is [Y] .,French,"Numa Sadoul (born 7 May 1947, Brazzaville, French Equatorial Africa (now Republic of Congo)) is a [MASK] writer, actor, and director, who has been a resident of France since 1966."
60,Crown of Aragón,The official language of [X] is [Y] .,Catalan,"Alfonso IV, called the Kind (also the Gentle or the Nice, [MASK]: Alfons el Benigne) (2 November 1299 – 24 January 1336) was the King of Aragon and Count of Barcelona (as Alfonso III) from 1327 to his death."
61,Crown of Aragón,The official language of [X] is [Y] .,Catalan,"Alfonso the Magnanimous KG (also Alphonso; [MASK]: Alfons; 1396 – 27 June 1458) was the King of Aragon (as Alfonso V), Valencia (as Alfonso III), Majorca, Sardinia and Corsica (as Alfonso II), Sicily (as Alfonso I) and Count of Barcelona (as Alfonso IV) from 1416, and King of Naples (as Alfonso I) from 1442 until his death."
62,Crown of Aragón,The official language of [X] is [Y] .,Latin,"During the War of the Spanish Succession (1701–14), the Crown of Aragon sided against the Bourbon Philip V of Spain, whose subsequent victory led to the abolition of non-Castilian institutions in all of Spain and the replacement of [MASK] and other languages (such as Catalan) with Spanish in legal documents."
63,Crown of Aragón,The official language of [X] is [Y] .,Latin,"In 1314 King James II of Aragon ordered him to make a [MASK] adaptation of a now-lost autobiography of James I of Aragon, the Llibre dels feyts."
64,Solomon Islands,The official language of [X] is [Y] .,English,"The Solomon Star is a Solomon Islands daily, [MASK] newspaper, launched on May 25, 1982."
65,Solomon Islands,The official language of [X] is [Y] .,English,"Kenny Solomons (born 29 July 1986) [MASK] actor and model, known for his role as Mason in Brit-flick The Rapture, starring alongside Martin Kemp, Stephen Burkoff and Danny Dyer."
66,Meghalaya,The official language of [X] is [Y] .,English,[MASK] is the official language of Meghalaya.
67,Meghalaya,The official language of [X] is [Y] .,English,[MASK] is the official language of Meghalaya.
68,Lohja,The official language of [X] is [Y] .,Swedish,"Heikki Heikinpoika Vaanila (1630–1709) ([MASK]: Hindrick Hindersson) was a Finnish farmer and parliamentarian from Vaanila village in Lohja, Uusimaa."
69,Lohja,The official language of [X] is [Y] .,Swedish,Lohja ([ˈlohjɑ]; [MASK]: Lojo) is a town and municipality of Finland.
70,Tornio,The official language of [X] is [Y] .,Finnish,"The [MASK] part lies entirely within Tornio in northern Finland, and is actually only 800 metres (0.50 mi) long."
71,Tornio,The official language of [X] is [Y] .,Finnish,Kemi-Tornio University of Applied Sciences (KTUAS) was a [MASK] University of applied sciences located in Kemi and Tornio.
72,Rajasthan,The official language of [X] is [Y] .,Hindi,Jujhar Singh Nehra ([MASK]: जुझारसिंह नेहरा) (1664–1730) or Jhunjha was a Jat chieftain of Rajasthan.
73,Rajasthan,The official language of [X] is [Y] .,Hindi,Longewala ([MASK]: लोंगेवाला) is a region in western India that is most famous for being the site of a battle that occurred during the Indo-Pakistani War of 1971 in the Indian state of Rajasthan.120 indian military personals of punjab regiment stop the fully armed pakistani army with their extraordinary courage and determination.
74,Shanghai Cooperation Organisation,The official language of [X] is [Y] .,Chinese,"Pan Guang ([MASK]: 潘光; pinyin: Pān Guāng; born June 7, 1947) is the Director of and Professor at the Shanghai Center for International Studies and Institute of European & Asian Studies at the Shanghai Academy of Social Sciences, Director of SCO (Shanghai Cooperation Organisation) Studies Center in Shanghai, Dean of Center of Jewish Studies Shanghai (CJSS), and Vice Chairman of the Chinese Society of Middle East Studies."
75,Shanghai Cooperation Organisation,The official language of [X] is [Y] .,Chinese,"Pan Guang (Chinese: 潘光; pinyin: Pān Guāng; born June 7, 1947) is the Director of and Professor at the Shanghai Center for International Studies and Institute of European & Asian Studies at the Shanghai Academy of Social Sciences, Director of SCO (Shanghai Cooperation Organisation) Studies Center in Shanghai, Dean of Center of Jewish Studies Shanghai (CJSS), and Vice Chairman of the [MASK] Society of Middle East Studies."
76,Easter Island,The official language of [X] is [Y] .,Spanish,Rapa Nui is the Polynesian name of Easter Island; its [MASK] name is Isla de Pascua.
77,Easter Island,The official language of [X] is [Y] .,Spanish,Rapa Nui is the Polynesian name of Easter Island; its [MASK] name is Isla de Pascua.
78,Majorca,The official language of [X] is [Y] .,Catalan,Isabella of Majorca ([MASK]: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.
79,Majorca,The official language of [X] is [Y] .,Catalan,Isabella of Majorca ([MASK]: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.
80,Brazil,The official language of [X] is [Y] .,Portuguese,"Besides the [MASK], significant numbers of people from other European and from diverse Latin American countries (especially Brazil) can be found."
81,Brazil,The official language of [X] is [Y] .,Portuguese,"For Brazil this section of the river is the Solimões until it confluences with the Rio Negro at the Meeting of Waters ([MASK]: Encontro das Águas) at Manaus, the river's largest city."
82,Mexico,The official language of [X] is [Y] .,Spanish,"Clipperton Island (French: Île de Clipperton or Île de la Passion, [MASK]: Isla de la Pasión) is an uninhabited 6 km2 (2.3 sq mi) coral atoll in the eastern Pacific Ocean, 1,080 km (671 mi) south-west of Mexico, 2,424 km (1,506 mi) west of Nicaragua, 2,545 km (1,581 mi) west of Costa Rica and 2,260 km (1,404 mi) north-west of the Galápagos Islands, Ecuador, at 10°18′N109°13′W﻿ / ﻿10.300°N 109.217°W."
83,Mexico,The official language of [X] is [Y] .,Spanish,"The US Government's OMB has defined Hispanic or Latino people as being those who ""trace their origin or descent to Mexico, Puerto Rico, Cuba, Central and South America, and other [MASK] cultures."""
84,Karijoki,The official language of [X] is [Y] .,Finnish,"Wolf Cave (Swedish: Varggrottan, [MASK]: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland."
85,Karijoki,The official language of [X] is [Y] .,Finnish,"Tourism: Lauhanvuori National Park (hotel, viewtower, big smoke sauna, historical nature with many relics from ice-age) Nature: Mostly Forest, swamp and agriculture The municipality is unilingually [MASK] and neighbour municipalities are Honkajoki, Karijoki, Kauhajoki, Kristiinankaupunki, Merikarvia and Siikainen."
86,Gambia,The official language of [X] is [Y] .,English,"The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to [MASK] when interacting with those around him."
87,Gambia,The official language of [X] is [Y] .,English,"The word Diaraf (French spelling in Senegal) or Jaraaf (Serer and [MASK] spelling in the Gambia) comes from the Serer language - Jaraaf, variation :Jaraff."
88,South Georgia and the South Sandwich Islands,The official language of [X] is [Y] .,English,"The only official language of South Georgia and the South Sandwich Islands is [MASK], and this is spoken by almost everyone on a day-to-day basis."
89,South Georgia and the South Sandwich Islands,The official language of [X] is [Y] .,English,"The only official language of South Georgia and the South Sandwich Islands is [MASK], and this is spoken by almost everyone on a day-to-day basis."
90,Sastamala,The official language of [X] is [Y] .,Finnish,"The [MASK] premiere of Canine Kalevala was in Sastamala on November 10, 2012, and a repeat of the play was seen in Tampere the following day."
91,Sastamala,The official language of [X] is [Y] .,Finnish,"Olavi Juhani Mäenpää (born 29 November 1950 in Tyrvää) is a [MASK] politician and former chairman of Finnish People's Blue-whites (Suomen Kansan Sinivalkoiset, SKS), a political party aligned with the far right."
92,Kingdom of Jerusalem,The official language of [X] is [Y] .,Italian,"Robert of Anjou ([MASK]: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time."
93,Kingdom of Jerusalem,The official language of [X] is [Y] .,Italian,"Robert of Anjou (Italian: Roberto D'Angiò), known as Robert the Wise ([MASK]: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time."
94,Isle of Man,The official language of [X] is [Y] .,English,"After becoming subject to suzerainty to Norway as part of the Kingdom of Mann and the Isles, the Isle of Man later became a possession of the Scottish and then [MASK] crowns."
95,Isle of Man,The official language of [X] is [Y] .,English,"Óláfr Guðrøðarson ([ˈoːlaːvr ˈɡuðruðarsson]), commonly known in [MASK] as Olaf the Black, was a mid 13th century sea-king who ruled the Isle of Man (Mann) and parts of the Hebrides."
96,Mississippi,The official language of [X] is [Y] .,English,He has been working as an [MASK] teacher at Millsaps College in Mississippi.
97,Mississippi,The official language of [X] is [Y] .,English,"She graduated from the University of Mississippi in 1945, married Robert H. Farrar, and taught [MASK] for thirty years in public schools in Meridian."
98,Macau,The official language of [X] is [Y] .,Chinese,"Of the other varieties of [MASK], Cantonese (the prestige variety of Yue) is influential in Guangdong province and in Hong Kong and Macau, and is widely spoken among overseas communities."
99,Macau,The official language of [X] is [Y] .,Chinese,"The main border crossing between Macau and China is the Portas do Cerco (Barrier Gate) Frontier Checkpoint on the Macau side, and the Gongbei checkpoint on the [MASK] side."
100,Bernese Jura,The official language of [X] is [Y] .,French,Radio Bernese Jura (RJB) is a private [MASK] radio broadcaster in regional Switzerland.
101,Bernese Jura,The official language of [X] is [Y] .,French,"Bernese Jura ([MASK]: Jura Bernois) is the name for the French-speaking area of the Swiss canton of Bern, and from 2010 one of ten administrative divisions of the canton."
102,Czechoslovakia,The official language of [X] is [Y] .,Slovak,"Before the dissolution of Czechoslovakia in 1993, two versions - one in Czech and one in [MASK] - were aired in the respective parts of Czechoslovakia."
103,Czechoslovakia,The official language of [X] is [Y] .,Slovak,"Before the dissolution of Czechoslovakia in 1993, two versions - one in Czech and one in [MASK] - were aired in the respective parts of Czechoslovakia."
104,Salla,The official language of [X] is [Y] .,Finnish,"Tuntsa Wilderness Area ([MASK]: Tuntsan erämaa) is a wilderness reserve in the municipalities of Salla and Savukoski in Lapland, Finland."
105,Salla,The official language of [X] is [Y] .,Finnish,"Karhunkierros ([MASK] for Bear's Ring, although the route is not circular) is a hiking trail that stretches from Salla to Kuusamo in north-eastern Finland.The route was first marked in 1955, and has since become the most popular hiking trail in Finland, attracting some 15,000 hikers every year, mainly over the high season lasting from mid-July to late September."
106,Pirkkala,The official language of [X] is [Y] .,Finnish,Pirkkalan pyhät pihlajat ([MASK]: The Holy Rowan Trees of Pirkkala) is a historical novel by Finnish author Kaari Utrio.
107,Pirkkala,The official language of [X] is [Y] .,Finnish,Pirkkalan pyhät pihlajat (Finnish: The Holy Rowan Trees of Pirkkala) is a historical novel by [MASK] author Kaari Utrio.
108,Malax,The official language of [X] is [Y] .,Finnish,Malax ([MASK]: Maalahti) is a municipality of Finland.
109,Malax,The official language of [X] is [Y] .,Finnish,Malax ([MASK]: Maalahti) is a municipality of Finland.
110,Donetsk Oblast,The official language of [X] is [Y] .,Russian,"Amvrosiivka (Ukrainian: Амвросіївка; [MASK]: Амвросиевка; since 1869) is a city and the administrative center of the Amvrosiivka Raion within Donetsk Oblast (province), Ukraine."
111,Donetsk Oblast,The official language of [X] is [Y] .,Russian,Krasnoarmiisk Raion (Ukrainian: Красноармійський район; [MASK]: Красноармейский район) is a raion (district) within Donetsk Oblast in eastern Ukraine.
112,Loimaa,The official language of [X] is [Y] .,Finnish,"Loimaa railway station ([MASK] Loimaan asema; Swedish Loimaa station) is located in the town of Loimaa, Finland."
113,Loimaa,The official language of [X] is [Y] .,Finnish,"Loimaa railway station ([MASK] Loimaan asema; Swedish Loimaa station) is located in the town of Loimaa, Finland."
114,National Film Board of Canada,The official language of [X] is [Y] .,English,"Perry Mark Stratychuk spent several years at The National Film Board of Canada's [MASK] Production Studio in Winnipeg where, as Technical Coordinator, he provided assistance to local independent filmmakers, such as Guy Maddin, as part of the NFB's PAFPS program."
115,National Film Board of Canada,The official language of [X] is [Y] .,English,"Filmed in Inuktitut with subtitles in [MASK], it was produced by National Film Board of Canada (NFB), (including Sally Bochner as executive producer and Pierre Lapointe as producer) and chronicles the students' efforts to learn how to come of age in a rapidly changing culture, while coping with issues like suicide and substance abuse."
116,Israel,The official language of [X] is [Y] .,Hebrew,"Ariel Sharon ([MASK]: אריאל שרון; [arˈjɛl ʃaˈron], Ariʼēl Sharōn, also known by his diminutive Arik, אַריק, born Ariel Scheinermann, אריאל שיינרמן; February 26, 1928 – January 11, 2014) was an Israeli politician and general who served as the 11th Prime Minister of Israel until he was incapacitated by a stroke."
117,Israel,The official language of [X] is [Y] .,Hebrew,"Dimona ([MASK]: דִּימוֹנָה) is an Israeli city in the Negev desert, 36 kilometres (22 mi) to the south of Beersheba and 35 kilometres (22 mi) west of the Dead Sea above the Arava valley in the Southern District of Israel."
118,Samoa,The official language of [X] is [Y] .,English,The Samoa Observer is the largest newspaper group in Samoa published in both [MASK] and Samoan.
119,Samoa,The official language of [X] is [Y] .,English,She has a PhD in [MASK] from the University of New South Wales in Australia and is a former director of Samoa Polytechnic.
120,Republic of Tatarstan,The official language of [X] is [Y] .,Russian,"Kazan ([MASK]: Каза́нь; [kɐˈzanʲ]; Tatar: Казан, Qazan) is the capital and largest city of the Republic of Tatarstan, Russia."
121,Republic of Tatarstan,The official language of [X] is [Y] .,Russian,"Aznakayevo ([MASK]: Азнака́ево; Tatar: Азнакай, Aznaqay) is a town in the Republic of Tatarstan, Russia, located on the Styarlya River (left tributary of the Ik), 376 kilometers (234 mi) southeast from Kazan."
122,Brussels-Capital Region,The official language of [X] is [Y] .,Dutch,"Brussels (French: Bruxelles, [bʁysɛl]; [MASK]: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, Dutch: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community."
123,Brussels-Capital Region,The official language of [X] is [Y] .,Dutch,"Brussels (French: Bruxelles, [bʁysɛl]; Dutch: Brussel, [ˈbrɵsəl]), officially the Brussels-Capital Region (French: Région de Bruxelles-Capitale, [MASK]: Brussels Hoofdstedelijk Gewest), is a region of Belgium comprising 19 municipalities, including the City of Brussels which is the capital of Belgium, the French Community of Belgium, and the Flemish Community."
124,Hawaii,The official language of [X] is [Y] .,Hawaiian,"The [MASK] (Hawaiian: ʻŌlelo Hawaiʻi, [ʔoːˈlɛlo həˈvɐjʔi]) is a Polynesian language that takes its name from Hawaiʻi, the largest island in the tropical North Pacific archipelago where it developed."
125,Hawaii,The official language of [X] is [Y] .,Hawaiian,"The Hawaiian language ([MASK]: ʻŌlelo Hawaiʻi, [ʔoːˈlɛlo həˈvɐjʔi]) is a Polynesian language that takes its name from Hawaiʻi, the largest island in the tropical North Pacific archipelago where it developed."
