,sub_label,template,obj_label,masked_sentence
80,Joseph Cordeiro,[X] died in [Y] .,Karachi,He succeeded Cardinal Joseph Cordeiro as Archbishop of [MASK] on 11 Feb 1994 and retired from that office on 20 November 2002.
82,Gillis Valckenier,[X] died in [Y] .,Amsterdam,"Gillis Valckenier (1623–1680) was nine years burgomaster of [MASK]: in 1665, 1666, 1668, 1670, 1673, 1674, 1676, 1678, 1679."
85,George Frampton,[X] died in [Y] .,London,"The Edith Cavell Memorial is an outdoor memorial to Edith Cavell by Sir George Frampton, in [MASK], United Kingdom."
86,Coco Chanel,[X] died in [Y] .,Paris,"The book includes extensive material on the sights of [MASK] (such as Luxembourg Garden, Marais and Place des Vosges), as well as some of the city's most famous residents (such as Amedeo Modigliani and Coco Chanel)."
96,Madame de Montesson,[X] died in [Y] .,Paris,"Le jugement de Midas (The Judgement of Midas) is a French comédie mêlée d'ariettes (a kind of opéra comique), in three acts by André Grétry first performed on 28 March 1778 in the apartments of Madame de Montesson at the Palais-Royal in [MASK]."
97,Said Ramadan,[X] died in [Y] .,Geneva,"Said Ramadan (Arabic: ; born April 12, 1926 in Shibin Al Kawm, Al Minufiyah, died August 4, 1995 in [MASK]) was an Egyptian religious scholar and activist, and a major figure in the Muslim Brotherhood."
99,Peter Strudel,[X] died in [Y] .,Vienna,"Between 1676 (when he was 16 years old) and 1686, Peter Strudel came to the Hofburg in [MASK] and, together with his brother Paul Strudel, obtained a position as painter to the Imperial Court."
106,Ambrose,[X] died in [Y] .,London,"In 1953 Lew Davis (Ben Davis's brother), a professional trombonist who had played with Jack Hylton, Louis Armstrong, Lew Stone, Bert Ambrose, and Ray Noble joined the business and ran the brass and woodwind sections in the new showrooms at 114-116 Charing Cross Road, [MASK], WC2."
110,Benjamin Waterhouse Hawkins,[X] died in [Y] .,London,Benjamin Waterhouse Hawkins (8 February 1807 – 27 January 1894) was an English sculptor and natural history artist renowned for his work on the life-size models of dinosaurs in the Crystal Palace Park in south [MASK].
112,Julius Klengel,[X] died in [Y] .,Leipzig,"Upon his graduation from high school at 16, Aronson moved to Berlin to study law, but a doctor, who was an amateur cellist, introduced him to Julius Klengel in [MASK] and he returned to cello studies with him."
113,Giovanni Battista Trotti,[X] died in [Y] .,Parma,"Giovanni Battista Trotti (1555 – 11 June 1612) was an Italian painter of the late-Renaissance period, active mainly in Piacenza, [MASK], and his native city of Cremona."
115,Henry De la Beche,[X] died in [Y] .,London,"He studied metallurgy at the Royal School of Mines in [MASK], and won the annual De la Beche medal awarded in memory of the school's founder."
116,Charles Sprague Sargent,[X] died in [Y] .,Boston,"He left China via Shanghai in 1915, travelling to [MASK] where he worked at the Arnold Arboretum alongside Sargent, Rehder and Wilson until 1919, when he returned to Vienna."
117,Anne Redpath,[X] died in [Y] .,Edinburgh,"Born in [MASK], Crozier studied at Edinburgh College of Art and was a fellow student and friendly with William Geissler, William Gillies, Anne Redpath, Adam Bruce Thomson and William MacTaggart."
118,Giacomo Barozzi da Vignola,[X] died in [Y] .,Rome,"He worked in [MASK] in collaboration with Vignola and Vasari), including designs for the Villa Giulia, but also for works and at Lucca."
121,Red Munger,[X] died in [Y] .,Houston,"Red Munger died in [MASK], aged 77."
124,Hilary Masters,[X] died in [Y] .,Pittsburgh,"Hilary Masters (February 3, 1928 in Kansas City, Missouri – June 14, 2015 in [MASK]) was an American novelist, the son of poet Edgar Lee Masters, and Ellen Frances Coyne Masters."
128,Thomas Walsingham,[X] died in [Y] .,Kent,"Gresley was the son of Sir Thomas Gresley of Drakelow, Derbyshire and his first wife Dorothy Walsingham, daughter of Sir Thomas Walsingham, of Scadbury, [MASK]."
130,Dimitar Nenov,[X] died in [Y] .,Sofia,"Dimitar Nenov (Bulgarian: Димитър Ненов; December 19, 1901 in Razgrad – August 30, 1953 in [MASK]) was a Bulgarian classical pianist, composer, music pedagogue and architect."
133,Charles Laughton,[X] died in [Y] .,Hollywood,"Actor Charles Laughton said of Corwin, There is no actor in [MASK] or on Broadway, who would not drop what he is doing to be in one of Norman Corwin's radio plays."
138,Eliakim Carmoly,[X] died in [Y] .,Frankfurt,"Eliakim Carmoly (August 5, 1802, Soultz-Haut-Rhin, France – February 15, 1875, [MASK]) was a French-Jewish scholar."
140,Beatrice d’Este,[X] died in [Y] .,Milan,Beatrice d'Este (alternately Beatrix d'Este) usually refers to the daughter of Ercole I d'Este and Duchess of [MASK].
142,Serge Nigg,[X] died in [Y] .,Paris,"Serge Nigg (June 6, 1924 – November 12, 2008) was a French composer, born in [MASK]."
144,Alois Riegl,[X] died in [Y] .,Vienna,"His highly intellectual and imaginative Byzantine mosaic decoration has been described as ""one of the most important books on medieval art this century"", and displays the imprint of the old master of [MASK] art history, Alois Riegl."
145,Jean Drapeau,[X] died in [Y] .,Montreal,He defeated future mayor of [MASK] Jean Drapeau who was running for the Bloc Populaire.
196,Khursheed Bano,[X] died in [Y] .,Karachi,"Launch event for series held at Khursheed Mahal, Avari Towers [MASK] on April 7, 2014."
198,Henry Dobson,[X] died in [Y] .,Hobart,"Dobson was born in Tasmania (brother of Sir William and half-brother of Alfred and Henry Dobson) and educated at The Hutchins School, [MASK], and St."
199,Nicholas Liverpool,[X] died in [Y] .,Miami,"Nicholas Liverpool died on 1 June 2015 in [MASK], where he was receiving medical treatment."
201,Hagop Oshagan,[X] died in [Y] .,Aleppo,"Hagop Oshagan (Armenian: Յակոբ Օշական; December 9, 1883 in Soloz, Bursa - February 17, 1948 in [MASK]), was an Armenian writer, playwright, and novelist."
203,Carl Carls,[X] died in [Y] .,Bremen,"Carl Carls (September 16, 1880, Varel – September 11, 1958, [MASK]) was a German chess master."
208,Saeed Nafisi,[X] died in [Y] .,Tehran,"Saeed Nafisi's relatives include Moadeb Naficy, the guardian and doctor of the Shah of Iran (Reza Pahlavi); and Moadeb's son Habib Naficy, a senior statesman, founder of Iran's labor laws, U.S.-Iran Attache, and founder of multiple technical universities in [MASK], Siamak Naficy, an anthropologist, as well as acclaimed author, Azar Nafisi, a niece of his."
210,Martin Baum,[X] died in [Y] .,Cincinnati,"Martin Baum (15 June 1765 in Hagerstown, Maryland – 14 December 1831 in [MASK] ) was an American businessman and politician."
214,Edward Bowring Stephens,[X] died in [Y] .,London,"Edward Bowring Stephens ARA (Exeter 10 December 1815 – 10 November 1882 [MASK]), (works signed E B Stephens) was a British sculptor from Devon generally considered to be the finest ever produced by that county."
216,Halvor Schou,[X] died in [Y] .,Oslo,"He was a son of iron and steel wholesaler Ole Paus and Birgitte Halvordine Schou (a first cousin of industrialist Halvor Schou), and grew up at Bygdøy in [MASK]."
217,Kate McGarrigle,[X] died in [Y] .,Montreal,"Anna McGarrigle, CM (born December 4, 1944, [MASK]) is a Canadian folk music singer and songwriter who wrote and performed as a duo with her sister, Kate McGarrigle, until Kate's death in 2010."
218,Ehrhardt Post,[X] died in [Y] .,Berlin,"In matches, he won against Carl Carls (+5 –1 =1), drew with Ehrhardt Post (+4 –4 =1), both at [MASK] 1906, and lost to Rudolf Spielmann (+1 –2 =0) at Munich 1906, and Edward Lasker (+0 –1 =3) at Berlin 1909."
230,Pietro Ferrero,[X] died in [Y] .,Italy,"It was founded in 1946 in Alba, Piedmont, [MASK] by Pietro Ferrero, a confectioner and small-time pastry maker who laid the groundwork for the Nutella and famously added hazelnut to save money on chocolate."
231,Clement XIV,[X] died in [Y] .,Rome,Gamelin later went to [MASK] with Puymaurin's financial assistance to study under Jacques-Louis David and Joseph-Marie Vien and eventually became a painter to Pope Clement XIV.
234,Garfield Barwick,[X] died in [Y] .,Sydney,"His office was located in the Chalfont Chambers building in central [MASK], where his neighbours included future Chief Justice of Australia and High Court colleague Garfield Barwick."
235,Bill Veeck,[X] died in [Y] .,Chicago,Many in the [MASK] and National Media believed that Shane's hiring was another publicity stunt by White Sox owner Bill Veeck.
236,Thomas Arne,[X] died in [Y] .,London,"Around 1742, Hebden moved to [MASK], and when composer Thomas Arne enlarged the orchestra at Vauxhall Gardens in 1745, he became the principal cellist and bassoonist."
238,Carlos Casagemas,[X] died in [Y] .,Paris,"Carlos Casagemas (1881 in Barcelona – 17 February 1901 in [MASK]) was a Spanish art student and poet, best known for his friendship with Pablo Picasso."
241,Gaetano Gandolfi,[X] died in [Y] .,Bologna,"Gaetano Gandolfi (31 August 1734 – 20 June 1802) was an Italian painter of the late Baroque and early Neoclassic period, active in [MASK]."
244,Charles Cowper,[X] died in [Y] .,London,"Following Mr Cowper's death in 1860 he continued his work as a patent attorney and later entered into partnership with John Imray, to form Abel & Imray in 1871 with offices in the Holborn area of [MASK], a firm which still operates under that name today."
245,Anatole de Monzie,[X] died in [Y] .,Paris,"Anatole de Monzie (22 November 1876, Bazas, Gironde – 11 January 1947, [MASK]) was a French administrator, encyclopaedist (Encyclopédie française), political figure and scholar."
247,Khosrow Shakibai,[X] died in [Y] .,Tehran,"Khosrow Shakibā'í or Khosro Shakibaei (March 27, 1944, [MASK], Iran – July 18, 2008, Tehran) (Persian: خسرو شکیبایی) was a Iranian stage and cinema actor."
251,Umar ibn Al-Khattāb,[X] died in [Y] .,Medina,"[MASK] was Muhammad's destination after his Hijrah from Mecca, and became the capital of a rapidly increasing Muslim Empire, first under Muhammad's leadership, and then under the first four Rashidun caliphs, Abu Bakr, Umar, Uthman, and Ali."
262,Diederik Korteweg,[X] died in [Y] .,Amsterdam,"He was born on 22 January 1866 in [MASK], and studied at the University of Amsterdam with the distinguished physical chemist Johannes van der Waals and with Korteweg."
264,Astley Cooper,[X] died in [Y] .,London,"It is one of [MASK]'s most famous hospitals, associated with names such as Astley Cooper, William Cheselden, Florence Nightingale, Linda Richards, Edmund Montgomery, Agnes Elizabeth Jones and Sir Harold Ridley."
269,Theo Crosby,[X] died in [Y] .,London,"Pentagram is a design studio that was founded in 1972 by Alan Fletcher, Theo Crosby, Colin Forbes, Kenneth Grange, and Mervyn Kurlansky in Needham Road, [MASK], UK."
270,Evaristo Felice Dall'Abaco,[X] died in [Y] .,Munich,"Evaristo Felice dall'Abaco (12 July 1675, Verona, Italy — 12 July 1742, [MASK], Bavaria) was an Italian composer and cellist."
272,Realdo Colombo,[X] died in [Y] .,Rome,was born in the Kingdom of León in what is now Spain in about the year 1525 and studied medicine in Padua and [MASK] under Realdo Columbo and Bartolomeo Eustachi.
273,Pierre Sancan,[X] died in [Y] .,Paris,"Pierre Sancan (24 October 1916 in Mazamet – 20 October 2008 in [MASK]) was a French composer, pianist, teacher and conductor."
275,Markus Feldmann,[X] died in [Y] .,Bern,"Like Minger himself, all the party's other Federal Councillors came from the canton of [MASK]: Eduard von Steiger (1941–51), Markus Feldmann (1952–58), Friedrich Traugott Wahlen (1959–65) and Rudolf Gnägi (1966–79)."
276,Duchess Sophie Charlotte in Bavaria,[X] died in [Y] .,Paris,"Marie Charlotte de La Tour d'Auvergne (Marie Sophie Charlotte; 20 December 1729, [MASK] – 6 September 1763.)"
277,William Bayliss,[X] died in [Y] .,London,"His main collaborator in [MASK] was his brother-in-law, Sir William Maddock Bayliss."
278,Ng Eng Teng,[X] died in [Y] .,Singapore,"Ng Eng Teng (Chinese: 黄荣庭; pinyin: Huáng Róngtíng; 12 July 1934 – 4 November 2001), The Grandfather of [MASK] Sculpture was a sculptor in Singapore known for his figurative sculptures, many of which are found in public locations around Singapore."
284,James Rennell,[X] died in [Y] .,London,"The original text of Hornemann's journal, which was written in German, was printed at Weimar in 1801; an English translation, Travels from Cairo to Mourzouk, &c., with maps and dissertations by Major James Rennell, appeared in [MASK] in 1802."
285,Jean-Pierre Rampal,[X] died in [Y] .,Paris,"She studied with Alain Marion and Jean-Pierre Rampal in [MASK], after which she returned to Australia to lecture in flute and chamber music at the Sydney Conservatorium of Music."
289,Johann Andreas Schmeller,[X] died in [Y] .,Munich,Johann Andreas Schmeller (6 August 1785 in Tirschenreuth – 27 September 1852 in [MASK]) was a German philologist who initially studied the Bavarian dialect.
291,Everette Lee DeGolyer,[X] died in [Y] .,Dallas,"Everette Lee DeGolyer (October 9, 1886 – December 14, 1956), was a prominent oilman, geophysicist and philanthropist in [MASK]."
293,Marjorie Pickthall,[X] died in [Y] .,Vancouver,"Marjorie Lowry Christie Pickthall (14 September 1883, Gunnersbury, London – 19 April 1922, [MASK]), was a Canadian writer who was born in England but lived in Canada from the time she was seven."
295,Tanuma Okitsugu,[X] died in [Y] .,Edo,"Tanuma Okitsugu (田沼意次) (September 11, 1719 in [MASK], Japan – August 25, 1788 in Edo) was a rōjū (senior counselor) of the Tokugawa shogunate who introduced monetary reform."
300,Reynaldo Hahn,[X] died in [Y] .,Paris,"Ciboulette is a French opérette in three acts, music by Reynaldo Hahn, libretto by Robert de Flers and Francis de Croisset, first performed at the Théâtre des Variétés, in [MASK], on 7 April 1923."
303,Wilkie Collins,[X] died in [Y] .,London,"She made her [MASK] debut in 1861 in Henry IV, and became famous in the 1871 play based on Wilkie Collins's novel The Woman in White."
304,Mas Oyama,[X] died in [Y] .,Tokyo,"Van Weenen was graded to 1st Dan by Moss Hollis in 1966,(his diploma is reproduced in his auto biography 'In Funakoshi's Footsteps'), before travelling to Japan in 1967 to train at the invitation of Masutatsu Oyama at the Kyokushinkai Headquarters.In fact, John decided to train under Hirokazu Kanazawa and registered at the JKA Honbu in [MASK]."
306,Giannina Arangi-Lombardi,[X] died in [Y] .,Milan,She studied with the renowned Giannina Arangi-Lombardi in [MASK].
309,Clement III,[X] died in [Y] .,Rome,"In 1188, shortly after his accession, Pope Clement III succeeded in allaying the half-century old conflict between the popes and the citizens of [MASK] with the Concord Pact, by which the citizens were allowed to elect their magistrates with power of war and peace, the Prefect was named by the Emperor and the Pope had the sovereign rights over his territories."
310,Balbinus,[X] died in [Y] .,Rome,"Pupienus was sent at the head of an army to face Maximinus, and Balbinus stayed in [MASK]."
311,Dimitri Kirsanoff,[X] died in [Y] .,Paris,Ménilmontant ([menilmɔ̃tɑ̃]) is a 1926 film written and directed by Dimitri Kirsanoff which takes its name from the [MASK] neighborhood of the same name.
312,Muhammad al-Baqir,[X] died in [Y] .,Medina,He was Appointed by Imam Mohammad al-Baqir to work in [MASK].
313,Alexander Afanasyev,[X] died in [Y] .,Moscow,"Moderately critical of Soviet leader Mikhail Gorbachev and still more so of rising independent politician Boris Yeltsin in his capacity as editor, Afanasyev was dismissed from his high position at Pravda after a period of falling circulation and a negative official reaction to the newspaper's highlighting Boris Yeltsin's troubles with alcohol during the Gorbachev administration in 1989 and spent the remaining half-decade of his life working for the national Academy of Sciences in [MASK]."
315,Aloysia Weber,[X] died in [Y] .,Salzburg,"It was here that Mozart encountered them again (and was rejected by Aloysia), during his journey homeward to [MASK]."
316,John C. Breckinridge,[X] died in [Y] .,Lexington,"Breckenridge was the founder of many civic organizations, including the [MASK] Civic League, Associated Charities and Kentucky Association for the Prevention and Treatment of Tuberculosis."
320,Haakon Lie,[X] died in [Y] .,Oslo,"In addition were Gro Harlem Brundtland's father, Secretary of Defense Gudmund Harlem; the Labor Party's longstanding secretary Haakon Lie, [MASK]'s longstanding mayor Brynjulf Bull, and future West German chancellor Willy Brandt."
321,Oliver Ellsworth,[X] died in [Y] .,Windsor,"Williams married in 1812 Delia Ellsworth, daughter of Founding Father Oliver Ellsworth of [MASK]."
322,Charles Alfred Pillsbury,[X] died in [Y] .,Minneapolis,"The company received financial backing from Clinton Morrison and Charles Alfred Pillsbury, who were prominent businessmen in the [MASK] flour milling industry."
324,Elmar Huseynov,[X] died in [Y] .,Baku,Elmar Huseynov was born in 1967 in [MASK] and educated as an engineer at the Azerbaijan University of Architecture and Construction.
326,Hrant Dink,[X] died in [Y] .,Istanbul,"Journalist Hrant Dink was assassinated in [MASK] in January 2007, by a 17-year-old Turkish nationalist shortly after the premiere of Screamers, in which he was interviewed about Turkish denial of the Armenian Genocide of 1915 and the case against him under article 301."
331,Nikephoros III Botaneiates,[X] died in [Y] .,Constantinople,"Its holders included famed generals such as Michael Bourtzes, Nikephoros Melissenos, and possibly also the future Byzantine emperors Nikephoros Botaneiates and Romanos Diogenes, but also some senior judicial officials of [MASK]."
332,Wayne Robson,[X] died in [Y] .,Toronto,"Sandy Wayne Robson (born November 6, 1973) is a Canadian actor/writer/director/editor Robson was born in Peterborough, Ontario and raised in [MASK]."
333,Saint Afra,[X] died in [Y] .,Augsburg,Saint Afra (died 304) was a Christian martyr and a saint of [MASK].
339,Philips Vingboons,[X] died in [Y] .,Amsterdam,"The design for the lantern was made by Philips Vingboons, which may have originally been intended for the Town hall now the Royal Palace of [MASK]."
340,"Knud, Hereditary Prince of Denmark",[X] died in [Y] .,Copenhagen,"Princess Elisabeth of Denmark, RE (Elisabeth Caroline-Mathilde Alexandrine Helena Olga Thyra Feodora Estrid Margrethe Désirée; born 8 May 1935 in [MASK]) is the daughter of Hereditary Prince Knud and Hereditary Princess Caroline-Mathilde of Denmark, and is a first cousin of the present Danish monarch, Queen Margrethe II."
341,Kurt Atterberg,[X] died in [Y] .,Stockholm,"In [MASK], he took part in the creation of Natanael Berg's Genoveva, in 1947, and in Kurt Atterberg's Der Sturm, in 1948."
342,Yiannis Latsis,[X] died in [Y] .,Athens,"Yiannis Latsis (Greek: Γιάννης Λάτσης; September 14, 1910, Katakolo – April 17, 2003, [MASK]), also John Spyridon Latsis, was a Greek shipping multi-billionaire tycoon notable for his great wealth, influential friends, and charitable activities."
344,Muthulakshmi Reddi,[X] died in [Y] .,Chennai,"Muthulakshmi Reddy (30 July 1886, [MASK] – 22 July 1968) was an eminent medical practitioner, social reformer and Padma Bhushan awardee in India."
346,Antonio Sartorio,[X] died in [Y] .,Venice,"He wrote 11 librettos for [MASK], most of them for Cavalli, though a few were first set by Antonio Sartorio."
347,Marco Ferreri,[X] died in [Y] .,Paris,"is a 1974 French-Italian farce, an absurdist Western set in [MASK], directed by Marco Ferreri."
348,James Young Simpson,[X] died in [Y] .,Edinburgh,"LSA is located in the Leith area of [MASK], in the former converted Norwegian Seamen's Church, originally built by Scottish architect James Simpson and Danish architect Johan Schroder in 1868.LSA was founded in 1989 with the aim: LSA has been sited in the former Norwegian Seamen's Church in Leith since its conception."
353,Bartholomew Roberts,[X] died in [Y] .,Gabon,"A British man-of-war under Captain Chaloner Ogle defeated the pirate ship of Bartholomew Roberts off the coast of [MASK], West Africa."
354,Ticky Holgado,[X] died in [Y] .,Paris,"Ticky Holgado (24 June 1944; Toulouse – 22 January 2004; [MASK]), pseudonym of Joseph Holgado, was a French actor and a frequent collaborator with Jean-Pierre Jeunet."
356,Pierre Beauchamp,[X] died in [Y] .,Paris,It premiered on 10 February 1673 at the Théâtre du Palais-Royal in [MASK] and was originally choreographed by Pierre Beauchamp.
357,Paulus Manutius,[X] died in [Y] .,Rome,"In a little while, however, he returned to [MASK], and entered the household of a cardinal, where he remained for several years, frequenting the society of Paulus Manutius and of Sperone Speroni, the dramatist and critic of Tasso, and attending the lectures and hearing the conversation of Mureto."
358,Peter Benjamin Graham,[X] died in [Y] .,Melbourne,"During the Second World War she also exhibited with the [MASK] Social Realism group, which included Noel Counihan, Josl Bergner, Victor O'Connor, Peter Benjamin Graham, Herbert McClintock, Frank Andrew, and Nutta Buzzacott."
359,George Brough,[X] died in [Y] .,Nottingham,"The Brough Superior SS 100 was designed and built by George Brough in [MASK], England in 1924."
363,Henry Dreyfuss,[X] died in [Y] .,California,"John F. Benton (1931 Philadelphia - February 25, 1988 Pasadena) was the Doris and Henry Dreyfuss Professor of History, at the [MASK] Institute of Technology."
364,Alexander Andreyevich Baranov,[X] died in [Y] .,Java,"En route, the ship made an extended stopover in the Dutch settlement of Batavia, on the island of [MASK], then part of the colonial Dutch East Indies (present day Indonesia), in March, 1819.Alexander Andreyevich Baranov became ill there, and soon after the ship resumed its journey he died on 16 April, and was buried at sea in the Sunda Strait off Prince Island."
366,Jerzy Zawieyski,[X] died in [Y] .,Warsaw,"Jerzy Zawieyski, born Henryk Nowicki, (2 October 1902, Radogoszcz, Piotrków Governorate - 18 June 1969, [MASK]) was a Polish playwright, prose writer, Catholic political activist and amateur stage actor."
368,Giovanni Pastrone,[X] died in [Y] .,Turin,"Cabiria is a 1914 Italian epic silent film, directed by Giovanni Pastrone and shot in [MASK]."
369,May Wright Sewall,[X] died in [Y] .,Indianapolis,"The Sewall Memorial Torches are a pair of bronze lampposts dedicated in 1923 in honor of May Wright Sewall, an educator, civic organizer, women's rights activist, and peace movement advocate, who was a founder of the Art Association of [MASK] in 1883."
370,Luigi Crosio,[X] died in [Y] .,Turin,"Luigi Crosio (1835–1915) was an Italian painter who lived and worked in [MASK], Italy."
372,Marcel Tournier,[X] died in [Y] .,Paris,"In 1925 he began studies in [MASK], where his teachers were Marcel Tournier and Jacqueline Borot."
373,Elizabeth Billington,[X] died in [Y] .,Venice,"Elizabeth Billington (1765 or 1768, London – 25 August 1818, [MASK]) was a British opera singer."
375,Leser Landshuth,[X] died in [Y] .,Berlin,"Leser Landshuth (15 January 1817, Lissa, Posen – 23 March 1887, [MASK]) was a German Jewish liturgiologist."
379,Demofilo Fidani,[X] died in [Y] .,Rome,"Demofilo Fidani (born February 8, 1914, [MASK], Lazio; d. March 1994) was a prolific Italian film director who specialized in spaghetti westerns and used many different pseudonyms such as Miles Deem."
381,Alexander Alexeyevich Gorsky,[X] died in [Y] .,Moscow,"All modern productions of the Petipa/Minkus ballet are derived from the version staged by Alexander Gorsky for the Bolshoi Theatre of [MASK] in 1900, a production the ballet master staged for the Imperial Ballet of St."
383,Alexander Ivashkin,[X] died in [Y] .,London,"The work was first premiered in Europe with the original text by the Goldsmiths Sinfonia and Chorus in [MASK], conducted by Alexander Ivashkin."
384,Miko Tripalo,[X] died in [Y] .,Zagreb,"Miko Tripalo (Sinj, 1926 – [MASK], 1995) was a Croatian and Yugoslav politician."
386,John Broadwood,[X] died in [Y] .,London,"During a nearly ten-year stay in [MASK], he was instrumental in extending the size of the pianoforte, and was the recipient of one of John Broadwood's first 6-foot (1.8-meter) pianos."
387,Johann Pachelbel,[X] died in [Y] .,Nuremberg,"A minor composer of the [MASK] school, Wecker is now best remembered as one of Johann Pachelbel's first teachers."
388,Yves Rocard,[X] died in [Y] .,Paris,"On his death in 1992, Yves Rocard was interred in the Cimetière du Montparnasse in [MASK]."
390,Wilfred Thesiger,[X] died in [Y] .,London,"A fellow student was the actor Ernest Thesiger, who became a lifelong friend; was painted by Ranken in 1918, and married Ranken's sister Janette in 1917.Ranken's first exhibition in 1904 at the Carfax Gallery in [MASK] was well-received by artists and art critics."
391,Paul Gorguloff,[X] died in [Y] .,Paris,"On 6 May 1932, at the opening of a [MASK] book fair at the Hôtel Salomon de Rothschild, Farrère was in conversation with President Paul Doumer when several shots were fired by Paul Gorguloff, a mentally unstable Russian émigré."
392,Henri Valois,[X] died in [Y] .,Paris,"When the revolution broke out, being banished from [MASK], he lived in retirement in Orléans, occupying himself chiefly with the transcription of the notes in the library of the brothers Valois (Valesius)."
399,Procopius,[X] died in [Y] .,Constantinople,According to Procopius “Belisarius let his wife have her own way in everything” and she “hoodwinked him by enchantments.” This liberated one time prostitute had risen from the streets of [MASK] to be the confidant of the Empress Theodora.
400,Lennox Randal Francis Berkeley,[X] died in [Y] .,London,In [MASK] he studied composition at the Royal Academy of Music with Lennox Berkeley.
406,Vaslav Nijinsky,[X] died in [Y] .,London,"She was a close friend of Oscar Wilde, who dedicated his play A Woman of No Importance to her; other celebrated friends included Nellie Melba, whose success in [MASK] was largely due to Lady Ripon's support, Nijinsky and Diaghilev."
408,Stanislaw Trabalski,[X] died in [Y] .,Leipzig,"After the failed attempt to assassinate Hitler on July 20, 1944 Zeigner and Stanislaw Trabalski as well as Heinrich Fleißner was kidnapped, and other [MASK] Solzialdemokraten was arrested in the Sachsenhausen concentration camp."
410,Sebastiano Bombelli,[X] died in [Y] .,Venice,"Sebastiano Bombelli (1635 – 7 May 1719) was an Italian painter, mainly active in [MASK], during the Baroque period."
412,Cornelis Engebrechtsz.,[X] died in [Y] .,Leiden,"In 1516, he became an apprentice to the [MASK] painter Cornelis Engebrechtsz."
414,Leo X,[X] died in [Y] .,Rome,"He was complicit in the plot of fellow Cardinals Bandinello Sauli and Alfonso Petrucci against Leo X for the benefit of Cardinal Riario; he went into voluntary exile in 1517, returning to [MASK] in 1521."
