,sub_label,template,obj_label,masked_sentence
81,Craig Mundie,[X] works for [Y] .,Microsoft,"It was demonstrated on 18 July 2006 by Hugh Teegan, a Mobile Devices architect at Microsoft focusing on emerging markets, and at [MASK]'s Financial Analyst Meeting on 27 July 2006, by Chief Research and Strategy Officer Craig Mundie."
82,Willy Brandt,[X] works for [Y] .,Berlin,"Rut Brandt (10 January 1920 – 28 July 2006) was a Norwegian-born German writer and the wife of the German Chancellor Willy Brandt between 1948 and 1980, including most of his political career as Governing Mayor of [MASK] (1957–1966) and German chancellor (1969–1974)."
83,Willy Brandt,[X] works for [Y] .,Berlin,The festival was opened by [MASK]'s then newly elected mayor Willy Brandt.
84,Arthur Oliver Wheeler,[X] works for [Y] .,Canada,"Arthur Oliver Wheeler (May 1, 1860 – May 20, 1945) was born in Ireland and immigrated to [MASK] in 1876 at the age of 16."
85,Arthur Oliver Wheeler,[X] works for [Y] .,Canada,"Arthur Oliver Wheeler (May 1, 1860 – May 20, 1945) was born in Ireland and immigrated to [MASK] in 1876 at the age of 16."
86,Alasdair Milne,[X] works for [Y] .,BBC,"This disappointed Prime Minister Margaret Thatcher, who disliked the television licence and had originally appointed Young believing that, as a Conservative, he would challenge the more left-leaning Director-General of the [MASK], Alasdair Milne."
87,Alasdair Milne,[X] works for [Y] .,BBC,"The forced departure of Director-General Alasdair Milne following pressure from the Thatcher government required someone at the top, preferably from outside the [MASK], with editorial and production experience (Milne had been summarily replaced by Michael Checkland, an accountant)."
88,Marissa Mayer,[X] works for [Y] .,Yahoo,"On December 3, 2012 Marissa Mayer announced on Twitter that Benoit Schillings will join [MASK]"
89,Marissa Mayer,[X] works for [Y] .,Yahoo,"She's interviewed Elon Musk (Founder of Telsa and SpaceX), Brian Chesky (Founder & CEO of Airbnb), Jack Dorsey (co-founder of Twitter and Square), Marissa Mayer (CEO of [MASK]), and many more luminaries.these interviews on Vator."
90,Krishna Bharat,[X] works for [Y] .,Google,"Created by Krishna Bharat while he was at Compaq Systems Research Center and George A. Mihăilă University of Toronto, it was acquired by [MASK] in February 2003."
91,Krishna Bharat,[X] works for [Y] .,Google,"Krishna Bharat (born 7 January 1970) is an Indian research scientist formerly at [MASK], and leads a team developing Google's news product."
92,Neil Nightingale,[X] works for [Y] .,BBC,"Neil Nightingale (born 6 February 1960) is the creative director of BBC Earth, BBC Worldwide's global brand for all [MASK] natural history content."
93,Neil Nightingale,[X] works for [Y] .,BBC,"Neil Nightingale (born 6 February 1960) is the creative director of BBC Earth, BBC Worldwide's global brand for all [MASK] natural history content."
94,Bernard Cribbins,[X] works for [Y] .,BBC,"He had earlier featured in the [MASK]'s 1975 Christmas production Great Big Groovy Horse, a rock opera based on the story of the Trojan Horse shown on BBC2 starring Julie Covington, Bernard Cribbins and Paul Jones."
95,Bernard Cribbins,[X] works for [Y] .,BBC,"The film was directed by Lionel Jeffries, and stars Dinah Sheridan, Jenny Agutter (who had earlier featured in the successful [MASK]'s 1968 dramatisation of the novel), Sally Thomsett and Bernard Cribbins in leading roles."
96,Jan Pieterszoon Sweelinck,[X] works for [Y] .,Amsterdam,"From 1970-77, she taught at the Royal Academy in Brussels, and from 1971 to 1988 in the Sweelinck Academy of Music in [MASK]."
97,Jan Pieterszoon Sweelinck,[X] works for [Y] .,Amsterdam,"He taught improvisation at the Sweelinck Conservatory (named for Jan Pieterszoon Sweelinck, a Dutch organist and composer of the Renaissance) in [MASK], where Masaaki Suzuki was among his students."
98,James Landale,[X] works for [Y] .,BBC,"It was established in 1988 by James Landale, now a senior [MASK] journalist, who studied politics at Bristol."
99,James Landale,[X] works for [Y] .,BBC,James Landale (born 1969) is a [MASK] journalist who is the current Deputy Political Editor of BBC News.
100,Greg Dyke,[X] works for [Y] .,BBC,"During 2000, the then BBC Director General Greg Dyke ordered a review of political output from [MASK], which was carried out by Fran Unsworth."
101,Greg Dyke,[X] works for [Y] .,BBC,"The Hutton report cleared the government of wrongdoing, while the [MASK] was strongly criticised, leading to the resignation of the BBC's chairman Gavyn Davies and director-general Greg Dyke."
102,Gene Amdahl,[X] works for [Y] .,IBM,"Gene Myron Amdahl (November 16, 1922 – November 10, 2015) was an American computer architect and high-tech entrepreneur, chiefly known for his work on mainframe computers at [MASK] and later his own companies, especially Amdahl Corporation."
103,Gene Amdahl,[X] works for [Y] .,IBM,"Gene Myron Amdahl (November 16, 1922 – November 10, 2015) was an American computer architect and high-tech entrepreneur, chiefly known for his work on mainframe computers at [MASK] and later his own companies, especially Amdahl Corporation."
104,Geert Hofstede,[X] works for [Y] .,IBM,"Gerard Hendrik (Geert) Hofstede (born 2 October 1928 in Haarlem) is a Dutch social psychologist, former [MASK] employee, and Professor Emeritus of Organizational Anthropology and International Management at Maastricht University in the Netherlands, well known for his pioneering research on cross-cultural groups and organizations."
105,Geert Hofstede,[X] works for [Y] .,IBM,"Gerard Hendrik (Geert) Hofstede (born 2 October 1928 in Haarlem) is a Dutch social psychologist, former [MASK] employee, and Professor Emeritus of Organizational Anthropology and International Management at Maastricht University in the Netherlands, well known for his pioneering research on cross-cultural groups and organizations."
106,Terry Nation,[X] works for [Y] .,BBC,"Survivors is a British post-apocalyptic fiction drama television series created by Terry Nation and produced by Terence Dudley at the [MASK], that broadcast from 1975 to 1977."
107,Terry Nation,[X] works for [Y] .,BBC,"""Dalekmania"" is the name given to the craze or ""mania"" among children in the United Kingdom in the 1960s for all things associated with writer Terry Nation's creations, the Daleks,[dead link] who were then regularly appearing in the [MASK]'s television drama series Doctor Who."
108,Sue Lawley,[X] works for [Y] .,BBC,"The election was broadcast live on the [MASK], and was presented by David Butler, Alastair Burnet, Robert McKenzie, Robin Day and Sue Lawley."
109,Sue Lawley,[X] works for [Y] .,BBC,"The film was controversial on first release, as when interviewer [Sue Lawley] lied, when reviling director Ian Merrick and the film on the [MASK] series Tonight programme, when she said ""I've seen the film and I think its sick"" when she hadn't."
110,Andrew Gilligan,[X] works for [Y] .,BBC,He came to public attention in July 2003 when an unauthorised discussion he had off the record with [MASK] journalist Andrew Gilligan about the British government's dossier on weapons of mass destruction in Iraq was cited by Gilligan and led to a major controversy.
111,Andrew Gilligan,[X] works for [Y] .,BBC,"Andrew Gilligan, the [MASK] journalist who wrote a report which claimed that the September Dossier had been deliberately exaggerated, stated before the Hutton Inquiry that recalling the February Dossier had led him to file his report based on his interview with Dr."
112,Keith Olbermann,[X] works for [Y] .,ESPN,"From 2013 to 2015, Olbermann returned to [MASK] to host a late-night show, Olbermann."
113,Keith Olbermann,[X] works for [Y] .,ESPN,"From 2013 to 2015, Olbermann returned to [MASK] to host a late-night show, Olbermann."
114,Peter O'Sullevan,[X] works for [Y] .,BBC,"Sir Peter O'Sullevan CBE (3 March 1918 – 29 July 2015) was a British horse racing commentator for the [MASK], and a correspondent for the Press Association, Daily Express and Today."
115,Peter O'Sullevan,[X] works for [Y] .,BBC,"Sir Peter O'Sullevan CBE (3 March 1918 – 29 July 2015) was a British horse racing commentator for the [MASK], and a correspondent for the Press Association, Daily Express and Today."
116,Heather Cox,[X] works for [Y] .,ESPN,"Heather Cox (born Heather Schoeny on June 3, 1970) is an American sportscaster who is a sideline reporter for WNBA, NBA, college basketball and college football games on [MASK], ESPN2 and ABC Sports."
117,Heather Cox,[X] works for [Y] .,ESPN,"Heather Cox (born Heather Schoeny on June 3, 1970) is an American sportscaster who is a sideline reporter for WNBA, NBA, college basketball and college football games on [MASK], ESPN2 and ABC Sports."
118,George Bodenheimer,[X] works for [Y] .,ESPN,"George Bodenheimer (born May 6, 1958) is the former president of [MASK]"
119,George Bodenheimer,[X] works for [Y] .,ESPN,"George Bodenheimer (born May 6, 1958) is the former president of [MASK]"
120,"James Thomas Aubrey, Jr.",[X] works for [Y] .,CBS,"According to Susann biographer Barbara Seaman, the character is based in part on one-time [MASK] president Jim Aubrey---whose own ruthlessness and scandalous private life led to his own downfall---and in part on Susann's father, who shared Robin Stone's initials."
121,"James Thomas Aubrey, Jr.",[X] works for [Y] .,CBS,"As a result, [MASK] president James Aubrey added what some critics described as an ""endless procession of country clones [of] the wildly successful Beverly Hillbillies"" to the network's schedule."
122,Greta Van Susteren,[X] works for [Y] .,CNN,"A former [MASK] legal correspondent and anchor, Cossack was co-host of the award-winning legal issues program Burden of Proof with Greta Van Susteren."
123,Greta Van Susteren,[X] works for [Y] .,CNN,"He previously convinced various media that his story was true, being interviewed on [MASK], Greta Van Susteren's talk show, and Fox News Channel's Bill O'Reilly."
124,Rolf Harris,[X] works for [Y] .,BBC,"Star Portraits with Rolf Harris was a [MASK] television series that had three series, the most recent in March 2007."
125,Rolf Harris,[X] works for [Y] .,BBC,"After veteran [MASK] entertainer Rolf Harris was convicted of 12 counts of indecent assault in 2014, the BBC rejected calls from child protective groups for an inquiry, claiming that ""The convictions do not relate to the BBC."""
126,Margarita Luti,[X] works for [Y] .,Raphael,"[citation needed] The subject of the painting appears in another portrait, La Fornarina, and is traditionally identified as the fornarina (bakeress) Margherita Luti, [MASK]'s Roman mistress."
127,Margarita Luti,[X] works for [Y] .,Raphael,"[citation needed] The subject of the painting appears in another portrait, La Fornarina, and is traditionally identified as the fornarina (bakeress) Margherita Luti, [MASK]'s Roman mistress."
128,Brad Silverberg,[X] works for [Y] .,Microsoft,Brad Silverberg was vice-president of engineering until he left in early 1990 to head up the Personal Systems division at [MASK].
129,Brad Silverberg,[X] works for [Y] .,Microsoft,"Prior to [MASK], Bosworth worked for Borland where he developed the Quattro spreadsheet application following Borland's acquisition of Analytica in 1985 - founded by Bosworth and Eric Michelman, and managed by Brad Silverberg."
130,William S. Paley,[X] works for [Y] .,CBS,"Despite hit filmed programs such as I Love Lucy, both William Paley of [MASK] and David Sarnoff of NBC were said to be determined to keep most programming on their networks live."
131,William S. Paley,[X] works for [Y] .,CBS,"Aubrey offered no explanation following his dismissal, nor did [MASK] President Frank Stanton or Board Chairman William Paley."
132,Paul Walters,[X] works for [Y] .,BBC,"Paul Walters (15 June 1947 - 21 October 2006) was a [MASK] radio and TV producer, most noted for his work and appearances on Terry Wogan's BBC Radio 2 breakfast show Wake Up to Wogan, where he was known to millions as ""Dr Wally Poultry""."
133,Paul Walters,[X] works for [Y] .,BBC,"Paul Walters (15 June 1947 - 21 October 2006) was a [MASK] radio and TV producer, most noted for his work and appearances on Terry Wogan's BBC Radio 2 breakfast show Wake Up to Wogan, where he was known to millions as ""Dr Wally Poultry""."
134,Tim Paterson,[X] works for [Y] .,Microsoft,"The SoftCard was Paul Allen's idea and was developed jointly between Tim Paterson of Seattle Computer Products (SCP) and Bill Gates and Don Burtis of [MASK], after SCP developed the initial prototypes."
135,Tim Paterson,[X] works for [Y] .,Microsoft,"McDonald also developed an 8-bit operating system called M-DOS or MIDAS; the system itself was never released by [MASK], but its file system (a variant of FAT) influenced Tim Paterson's QDOS."
136,Adrian Newey,[X] works for [Y] .,McLaren,"The team was adversely affected by the departure of Chief Designer Adrian Newey to [MASK], and Renault's withdrawal from F1 as an engine supplier."
137,Adrian Newey,[X] works for [Y] .,McLaren,"It was also the last Williams chassis to receive input from designer Adrian Newey, who left the team to join [MASK] during the season, and the last to run a works Renault engine before the French marque's temporary withdrawal."
138,Victoria Ocampo,[X] works for [Y] .,Sur,"Villa Ocampo is the former house of Victoria Ocampo (1890 – 1979), one of Argentina's greatest cultural figures, founder and director of [MASK]."
139,Victoria Ocampo,[X] works for [Y] .,Sur,"After the 1930 military coup that launched the ""Infamous Decade"", the Florida constituency gravitated towards Victoria Ocampo's [MASK], which thrived in spite of the ever-deteriorating state of Argentine politics — until the advent of Peronism in 1945."
140,Shane McMahon,[X] works for [Y] .,WWE,"She is the wife of Shane McMahon, former Executive Vice President of Global Media for [MASK]."
141,Shane McMahon,[X] works for [Y] .,WWE,"She is the great-granddaughter of Roderick ""Jess"" McMahon, granddaughter of Vincent J. McMahon, daughter of [MASK] Chairman and CEO Vince McMahon and retired CEO/United States Senate candidate Linda McMahon, the younger sister of WWE part-owner/wrestler Shane McMahon, and wife of WWE executive/wrestler Paul ""Triple H"" Levesque."
142,Laurence Tisch,[X] works for [Y] .,CBS,"Upon his accession as Chairman of [MASK], Laurence Tisch closed the CBS labs in 1986, whereupon the FMX intellectual property was spun off to an investment group, under the name Broadcast Technology Partners (BTP)."
143,Laurence Tisch,[X] works for [Y] .,CBS,"Upon his accession as Chairman of CBS, Laurence Tisch closed the [MASK] labs in 1986, whereupon the FMX intellectual property was spun off to an investment group, under the name Broadcast Technology Partners (BTP)."
