obj_label,masked_sentence,masked_sentence_roberta
denmark,Tue West (born 1977) is a [MASK] composer.,Tue West (born 1977) is a <mask> composer.
sweden,"Bertil Lindblad (Örebro, 26 November 1895 – Saltsjöbaden, outside Stockholm, 25 June 1965) was a [MASK] astronomer.","Bertil Lindblad (Örebro, 26 November 1895 – Saltsjöbaden, outside Stockholm, 25 June 1965) was a <mask> astronomer."
sweden,"Bertil Lindblad (Örebro, 26 November 1895 – Saltsjöbaden, outside Stockholm, 25 June 1965) was a [MASK] astronomer.","Bertil Lindblad (Örebro, 26 November 1895 – Saltsjöbaden, outside Stockholm, 25 June 1965) was a <mask> astronomer."
india,"Prafulla Chandra Ghosh (Bengali: প্রফুল্ল চন্দ্র ঘোষ Prophullo Chôndro Ghosh) (1891–1983) was the first Chief Minister of West Bengal, [MASK].","Prafulla Chandra Ghosh (Bengali: প্রফুল্ল চন্দ্র ঘোষ Prophullo Chôndro Ghosh) (1891–1983) was the first Chief Minister of West Bengal, <mask>."
india,"Prafulla Chandra Ghosh (Bengali: প্রফুল্ল চন্দ্র ঘোষ Prophullo Chôndro Ghosh) (1891–1983) was the first Chief Minister of West Bengal, [MASK].","Prafulla Chandra Ghosh (Bengali: প্রফুল্ল চন্দ্র ঘোষ Prophullo Chôndro Ghosh) (1891–1983) was the first Chief Minister of West Bengal, <mask>."
japan,"Noriyasu Hirata (平田 典靖 Hirata Noriyasu, born November 17, 1983) is a badminton player from [MASK].","Noriyasu Hirata (平田 典靖 Hirata Noriyasu, born November 17, 1983) is a badminton player from <mask>."
japan,"Noriyasu Hirata (平田 典靖 Hirata Noriyasu, born November 17, 1983) is a badminton player from [MASK].","Noriyasu Hirata (平田 典靖 Hirata Noriyasu, born November 17, 1983) is a badminton player from <mask>."
canada,"After Douglas left to lead the federal NDP in 1961, Woodrow Lloyd became premier and the first universal medical care plan in [MASK] was introduced.","After Douglas left to lead the federal NDP in 1961, Woodrow Lloyd became premier and the first universal medical care plan in <mask> was introduced."
canada,"Bastedo employed the little-used power to reserve a bill (that is, withhold assent and send the bill to the Governor General of [MASK] who would grant assent only if the federal Cabinet agrees) proposed by Saskatchewan's Co-operative Commonwealth Federation government of Woodrow Lloyd in 1961.","Bastedo employed the little-used power to reserve a bill (that is, withhold assent and send the bill to the Governor General of <mask> who would grant assent only if the federal Cabinet agrees) proposed by Saskatchewan's Co-operative Commonwealth Federation government of Woodrow Lloyd in 1961."
nigeria,Mohammed Namadi Sambo (born 2 August 1954) is a Nigerian politician who was Vice President of [MASK] from 19 May 2010 to 29 May 2015.,Mohammed Namadi Sambo (born 2 August 1954) is a Nigerian politician who was Vice President of <mask> from 19 May 2010 to 29 May 2015.
nigeria,Mohammed Namadi Sambo (born 2 August 1954) is a Nigerian politician who was Vice President of [MASK] from 19 May 2010 to 29 May 2015.,Mohammed Namadi Sambo (born 2 August 1954) is a Nigerian politician who was Vice President of <mask> from 19 May 2010 to 29 May 2015.
nigeria,Alhaji Mukhtar Ramalan Yero is a Nigerian politician who served as the Kaduna State Commissioner of Finance from 2007 till May 2010 when Patrick Ibrahim Yakowa named him as the Deputy Governor after he succeeded Namadi Sambo who became the Vice President of [MASK].,Alhaji Mukhtar Ramalan Yero is a Nigerian politician who served as the Kaduna State Commissioner of Finance from 2007 till May 2010 when Patrick Ibrahim Yakowa named him as the Deputy Governor after he succeeded Namadi Sambo who became the Vice President of <mask>.
nigeria,"Umar Sani (born January 25, 1963 in Kaduna, Kaduna State, [MASK]) is Senior Special Adviser on Media and Publicity to Vice President Namadi Sambo of Nigeria.","Umar Sani (born January 25, 1963 in Kaduna, Kaduna State, <mask>) is Senior Special Adviser on Media and Publicity to Vice President Namadi Sambo of Nigeria."
nigeria,"Umar Sani (born January 25, 1963 in Kaduna, Kaduna State, Nigeria) is Senior Special Adviser on Media and Publicity to Vice President Namadi Sambo of [MASK].","Umar Sani (born January 25, 1963 in Kaduna, Kaduna State, Nigeria) is Senior Special Adviser on Media and Publicity to Vice President Namadi Sambo of <mask>."
denmark,"Leif Sylvester Petersen, (born 18 April 1940) in Copenhagen, also known as Leif Sylvester, is a [MASK] painter, graphic artist, musician and actor.","Leif Sylvester Petersen, (born 18 April 1940) in Copenhagen, also known as Leif Sylvester, is a <mask> painter, graphic artist, musician and actor."
denmark,"Leif Sylvester Petersen, (born 18 April 1940) in Copenhagen, also known as Leif Sylvester, is a [MASK] painter, graphic artist, musician and actor.","Leif Sylvester Petersen, (born 18 April 1940) in Copenhagen, also known as Leif Sylvester, is a <mask> painter, graphic artist, musician and actor."
australia,"At the conclusion of the 1956 Melbourne Olympic Games, the Geelong City Council held a dinner on 15 January 1957 to honour the six Geelong Guild athletes (Ron Blackney, John Chittick, Robert James ""Bob"" Joyce, John Landy, Don MacMillan and John Vernon) who had represented Geelong and [MASK] at these games.","At the conclusion of the 1956 Melbourne Olympic Games, the Geelong City Council held a dinner on 15 January 1957 to honour the six Geelong Guild athletes (Ron Blackney, John Chittick, Robert James ""Bob"" Joyce, John Landy, Don MacMillan and John Vernon) who had represented Geelong and <mask> at these games."
australia,"During the dinner, where most of the neighbouring Cities and Shires were represented, John Landy made a speech on behalf of the honoured athletes, in which Landy compared overseas facilities available to athletes to those of [MASK].","During the dinner, where most of the neighbouring Cities and Shires were represented, John Landy made a speech on behalf of the honoured athletes, in which Landy compared overseas facilities available to athletes to those of <mask>."
australia,"After the war, John Landy of [MASK] and Britain's Roger Bannister vied to be the first to break the fabled four-minute mile barrier.","After the war, John Landy of <mask> and Britain's Roger Bannister vied to be the first to break the fabled four-minute mile barrier."
australia,"Elizabeth Andreas Evatt, AC (born 11 November 1933), an eminent Australian reformist lawyer and jurist who sat on numerous national and international tribunals and commissions, was the first Chief Judge of the Family Court of [MASK], the first female judge of an Australian federal court, and the first Australian to be elected to the United Nations Human Rights Committee.","Elizabeth Andreas Evatt, AC (born 11 November 1933), an eminent Australian reformist lawyer and jurist who sat on numerous national and international tribunals and commissions, was the first Chief Judge of the Family Court of <mask>, the first female judge of an Australian federal court, and the first Australian to be elected to the United Nations Human Rights Committee."
australia,The incumbent Liberal Party of [MASK] led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.,The incumbent Liberal Party of <mask> led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.
australia,The incumbent Liberal Party of Australia led by Prime Minister of [MASK] Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.,The incumbent Liberal Party of Australia led by Prime Minister of <mask> Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.
australia,The incumbent Liberal Party of [MASK] led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by H. V. Evatt.,The incumbent Liberal Party of <mask> led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by H. V. Evatt.
australia,The incumbent Liberal Party of Australia led by Prime Minister of [MASK] Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by H. V. Evatt.,The incumbent Liberal Party of Australia led by Prime Minister of <mask> Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by H. V. Evatt.
australia,The incumbent Liberal Party of [MASK] led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.,The incumbent Liberal Party of <mask> led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.
australia,The incumbent Liberal Party of Australia led by Prime Minister of [MASK] Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.,The incumbent Liberal Party of Australia led by Prime Minister of <mask> Robert Menzies with coalition partner the Country Party led by Arthur Fadden defeated the Australian Labor Party led by Herbert Evatt.
australia,"The incumbent Liberal Party of [MASK] led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden won an additional eleven seats, defeating the Australian Labor Party led by Herbert Evatt, which lost ten seats.","The incumbent Liberal Party of <mask> led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden won an additional eleven seats, defeating the Australian Labor Party led by Herbert Evatt, which lost ten seats."
australia,"The incumbent Liberal Party of Australia led by Prime Minister of [MASK] Robert Menzies with coalition partner the Country Party led by Arthur Fadden won an additional eleven seats, defeating the Australian Labor Party led by Herbert Evatt, which lost ten seats.","The incumbent Liberal Party of Australia led by Prime Minister of <mask> Robert Menzies with coalition partner the Country Party led by Arthur Fadden won an additional eleven seats, defeating the Australian Labor Party led by Herbert Evatt, which lost ten seats."
australia,"The incumbent Liberal Party of [MASK] led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden lost a net of five seats, but defeated the Australian Labor Party led by Herbert Evatt.","The incumbent Liberal Party of <mask> led by Prime Minister of Australia Robert Menzies with coalition partner the Country Party led by Arthur Fadden lost a net of five seats, but defeated the Australian Labor Party led by Herbert Evatt."
australia,"The incumbent Liberal Party of Australia led by Prime Minister of [MASK] Robert Menzies with coalition partner the Country Party led by Arthur Fadden lost a net of five seats, but defeated the Australian Labor Party led by Herbert Evatt.","The incumbent Liberal Party of Australia led by Prime Minister of <mask> Robert Menzies with coalition partner the Country Party led by Arthur Fadden lost a net of five seats, but defeated the Australian Labor Party led by Herbert Evatt."
australia,"Evatt (postcode: 2617) is a suburb in the Belconnen district of Canberra, located within the Australian Capital Territory, [MASK].","Evatt (postcode: 2617) is a suburb in the Belconnen district of Canberra, located within the Australian Capital Territory, <mask>."
england,"Humphrey Stafford, 1st Duke of Buckingham (15 August 1402 – 10 July 1460) was an [MASK] nobleman.","Humphrey Stafford, 1st Duke of Buckingham (15 August 1402 – 10 July 1460) was an <mask> nobleman."
england,"Humphrey Stafford, 1st Duke of Buckingham (15 August 1402 – 10 July 1460) was an [MASK] nobleman.","Humphrey Stafford, 1st Duke of Buckingham (15 August 1402 – 10 July 1460) was an <mask> nobleman."
england,"John Stafford, 1st Earl of Wiltshire , (24 November 1427 – 8 May 1473) was an [MASK] nobleman, the youngest son of Humphrey Stafford, 1st Duke of Buckingham.","John Stafford, 1st Earl of Wiltshire , (24 November 1427 – 8 May 1473) was an <mask> nobleman, the youngest son of Humphrey Stafford, 1st Duke of Buckingham."
france,The only champion present in Thessaloniki was Boris Spassky who had defected and now represented [MASK].,The only champion present in Thessaloniki was Boris Spassky who had defected and now represented <mask>.
france,The Dugazon family (after their stage name) or the Gourgaud family was a famous acting dynasty in 18th century [MASK].,The Dugazon family (after their stage name) or the Gourgaud family was a famous acting dynasty in 18th century <mask>.
denmark,"Thomas Bo Larsen (born 27 November 1963) is a [MASK] film actor, born in Gladsaxe, Denmark.","Thomas Bo Larsen (born 27 November 1963) is a <mask> film actor, born in Gladsaxe, Denmark."
denmark,"Thomas Bo Larsen (born 27 November 1963) is a Danish film actor, born in Gladsaxe, [MASK].","Thomas Bo Larsen (born 27 November 1963) is a Danish film actor, born in Gladsaxe, <mask>."
denmark,"Thomas Bo Larsen (born 27 November 1963) is a [MASK] film actor, born in Gladsaxe, Denmark.","Thomas Bo Larsen (born 27 November 1963) is a <mask> film actor, born in Gladsaxe, Denmark."
denmark,"Thomas Bo Larsen (born 27 November 1963) is a Danish film actor, born in Gladsaxe, [MASK].","Thomas Bo Larsen (born 27 November 1963) is a Danish film actor, born in Gladsaxe, <mask>."
austria,"[MASK] dominated the ski jumping, winning all five events: Thomas Morgenstern took three golds and one silver, Gregor Schlierenzauer won three golds, and Daniela Iraschko won the women's event.","<mask> dominated the ski jumping, winning all five events: Thomas Morgenstern took three golds and one silver, Gregor Schlierenzauer won three golds, and Daniela Iraschko won the women's event."
austria,In ladies' World cup Daniela Iraschko-Stolz won her first overall title and [MASK] won their first Nations cup.,In ladies' World cup Daniela Iraschko-Stolz won her first overall title and <mask> won their first Nations cup.
israel,Schmidt was the founder of X-ray crystallography at the Weizmann Institute and in [MASK] – a field in which Weizmann Institute’s Professor Ada Yonath was awarded the Nobel Prize in Chemistry for 2009.,Schmidt was the founder of X-ray crystallography at the Weizmann Institute and in <mask> – a field in which Weizmann Institute’s Professor Ada Yonath was awarded the Nobel Prize in Chemistry for 2009.
japan,"Mari Hamada (濱田マリ Hamada Mari, born December 27, 1968 at Kobe, Hyogo, [MASK]) is a Japanese singer and actress who starred in numerous movies and drama in Japan and released two solo albums and solo singles in the 1990s, after being part of the Japanese band ""Modern Choki Chokies"".","Mari Hamada (濱田マリ Hamada Mari, born December 27, 1968 at Kobe, Hyogo, <mask>) is a Japanese singer and actress who starred in numerous movies and drama in Japan and released two solo albums and solo singles in the 1990s, after being part of the Japanese band ""Modern Choki Chokies""."
japan,"Mari Hamada (濱田マリ Hamada Mari, born December 27, 1968 at Kobe, Hyogo, Japan) is a Japanese singer and actress who starred in numerous movies and drama in [MASK] and released two solo albums and solo singles in the 1990s, after being part of the Japanese band ""Modern Choki Chokies"".","Mari Hamada (濱田マリ Hamada Mari, born December 27, 1968 at Kobe, Hyogo, Japan) is a Japanese singer and actress who starred in numerous movies and drama in <mask> and released two solo albums and solo singles in the 1990s, after being part of the Japanese band ""Modern Choki Chokies""."
japan,"Mari Hamada (浜田麻里 Hamada Mari, born July 18, 1962 in Nishi-Shinjuku, Tokyo, [MASK], height 158cm) is a Japanese rock singer, songwriter and producer.","Mari Hamada (浜田麻里 Hamada Mari, born July 18, 1962 in Nishi-Shinjuku, Tokyo, <mask>, height 158cm) is a Japanese rock singer, songwriter and producer."
japan,"Mari Hamada (浜田麻里 Hamada Mari, born July 18, 1962 in Nishi-Shinjuku, Tokyo, [MASK], height 158cm) is a Japanese rock singer, songwriter and producer.","Mari Hamada (浜田麻里 Hamada Mari, born July 18, 1962 in Nishi-Shinjuku, Tokyo, <mask>, height 158cm) is a Japanese rock singer, songwriter and producer."
india,"In the past Jeet was a member of the Board of Directors of Transocean Ltd, Larsen & Toubro ([MASK]) Limited.","In the past Jeet was a member of the Board of Directors of Transocean Ltd, Larsen & Toubro (<mask>) Limited."
ecuador,Arturo Rodas (3 March 1954 in Quito) is an [MASK] French-citizen composer.,Arturo Rodas (3 March 1954 in Quito) is an <mask> French-citizen composer.
ecuador,Arturo Rodas (3 March 1954 in Quito) is an [MASK] French-citizen composer.,Arturo Rodas (3 March 1954 in Quito) is an <mask> French-citizen composer.
mexico,"Enrique Juan Yañez González (August 24, 1919 – September 18, 2004), best known under the ring name Enrique Llanes, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of [MASK].","Enrique Juan Yañez González (August 24, 1919 – September 18, 2004), best known under the ring name Enrique Llanes, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of <mask>."
mexico,"Enrique Juan Yañez González (August 24, 1919 – September 18, 2004), best known under the ring name Enrique Llanes, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of [MASK].","Enrique Juan Yañez González (August 24, 1919 – September 18, 2004), best known under the ring name Enrique Llanes, was one of the premier Hispanic professional wrestlers in the early days of Lucha Libre when most wrestlers were imported from outside of <mask>."
argentina,"Eduardo Messi, president of Nucleoeléctrica [MASK] S.A.","Eduardo Messi, president of Nucleoeléctrica <mask> S.A."
argentina,"Born and raised in central [MASK], Messi was diagnosed with a growth hormone deficiency as a child.","Born and raised in central <mask>, Messi was diagnosed with a growth hormone deficiency as a child."
argentina,"Born and raised in central [MASK], Messi was diagnosed with a growth hormone deficiency as a child.","Born and raised in central <mask>, Messi was diagnosed with a growth hormone deficiency as a child."
venezuela,"Diosdado Cabello Rondón (born 15 April 1963) is a Venezuelan politician, member of the National Assembly of [MASK] and a former Speaker of the country's legislature, and active member of the Venezuelan armed forces.","Diosdado Cabello Rondón (born 15 April 1963) is a Venezuelan politician, member of the National Assembly of <mask> and a former Speaker of the country's legislature, and active member of the Venezuelan armed forces."
venezuela,"Diosdado Cabello Rondón (born 15 April 1963) is a Venezuelan politician, member of the National Assembly of [MASK] and a former Speaker of the country's legislature, and active member of the Venezuelan armed forces.","Diosdado Cabello Rondón (born 15 April 1963) is a Venezuelan politician, member of the National Assembly of <mask> and a former Speaker of the country's legislature, and active member of the Venezuelan armed forces."
japan,His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside [MASK].,His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside <mask>.
japan,His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside [MASK].,His given name is Kiyoyuki Okuyama (奥山 清行 Okuyama Kiyoyuki) but goes by Ken Okuyama (ケン・オクヤマ) outside <mask>.
belgium,"626 – March 17, 659) was a seventh-century abbess who, with her mother Itta, founded the Benedictine monastery of Nivelles in present-day [MASK].","626 – March 17, 659) was a seventh-century abbess who, with her mother Itta, founded the Benedictine monastery of Nivelles in present-day <mask>."
brazil,"Hugo Leonardo Silva Serejo or simply Léo Silva (born December 24, 1985 in São Luis, [MASK]), is an association footballer who currently plays for Albirex Niigata.","Hugo Leonardo Silva Serejo or simply Léo Silva (born December 24, 1985 in São Luis, <mask>), is an association footballer who currently plays for Albirex Niigata."
australia,"Virgin Islands) in 1997, Michael Olowokandi (Nigeria) in 1998, Andrew Bogut ([MASK]) in 2005, Kyrie Irving (Australia) in 2011, Anthony Bennett (Canada) in 2013, Andrew Wiggins (Canada) in 2014, and Karl-Anthony Towns (Dominican Republic) in 2015.","Virgin Islands) in 1997, Michael Olowokandi (Nigeria) in 1998, Andrew Bogut (<mask>) in 2005, Kyrie Irving (Australia) in 2011, Anthony Bennett (Canada) in 2013, Andrew Wiggins (Canada) in 2014, and Karl-Anthony Towns (Dominican Republic) in 2015."
australia,"Virgin Islands) in 1997, Michael Olowokandi (Nigeria) in 1998, Andrew Bogut (Australia) in 2005, Kyrie Irving ([MASK]) in 2011, Anthony Bennett (Canada) in 2013, Andrew Wiggins (Canada) in 2014, and Karl-Anthony Towns (Dominican Republic) in 2015.","Virgin Islands) in 1997, Michael Olowokandi (Nigeria) in 1998, Andrew Bogut (Australia) in 2005, Kyrie Irving (<mask>) in 2011, Anthony Bennett (Canada) in 2013, Andrew Wiggins (Canada) in 2014, and Karl-Anthony Towns (Dominican Republic) in 2015."
tanzania,"He came second in the 1989 New York City Marathon in 2:09:38 to [MASK]’s Juma Ikangaa’s 2:08:01; as of 2007, that was the fourth-fastest marathon time by an American-born athlete.","He came second in the 1989 New York City Marathon in 2:09:38 to <mask>’s Juma Ikangaa’s 2:08:01; as of 2007, that was the fourth-fastest marathon time by an American-born athlete."
tanzania,"Juma Ikangaa (born July 19, 1957 in Dodoma) is a marathon runner from [MASK], a sentimental favorite in Boston after finishing second three years in a row at the Boston Marathon from 1988-1990.","Juma Ikangaa (born July 19, 1957 in Dodoma) is a marathon runner from <mask>, a sentimental favorite in Boston after finishing second three years in a row at the Boston Marathon from 1988-1990."
tanzania,"Juma Ikangaa (born July 19, 1957 in Dodoma) is a marathon runner from [MASK], a sentimental favorite in Boston after finishing second three years in a row at the Boston Marathon from 1988-1990.","Juma Ikangaa (born July 19, 1957 in Dodoma) is a marathon runner from <mask>, a sentimental favorite in Boston after finishing second three years in a row at the Boston Marathon from 1988-1990."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, [MASK]) is a Mexican actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, <mask>) is a Mexican actress."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a [MASK] actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a <mask> actress."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, [MASK]) is a Mexican actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, <mask>) is a Mexican actress."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a [MASK] actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a <mask> actress."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, [MASK]) is a Mexican actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, <mask>) is a Mexican actress."
mexico,"Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a [MASK] actress.","Marlene Favela (born Silvia Marlene Favela Meraz on August 5, 1976 in Santiago Papasquiaro, Durango, Mexico) is a <mask> actress."
malaysia,He was a Member of Parliament of (P124) Bandar Tun Razak in Wilayah Persekutuan (Federal Territory) of [MASK]) representing the National Front Coalition (Barisan Nasional) for 3 terms until he lost to Tan Sri Abdul Khalid Ibrahim of Parti Keadilan Rakyat (PKR) in the twelfth General Election in Malaysia on 8 March 2008.,He was a Member of Parliament of (P124) Bandar Tun Razak in Wilayah Persekutuan (Federal Territory) of <mask>) representing the National Front Coalition (Barisan Nasional) for 3 terms until he lost to Tan Sri Abdul Khalid Ibrahim of Parti Keadilan Rakyat (PKR) in the twelfth General Election in Malaysia on 8 March 2008.
malaysia,He was a Member of Parliament of (P124) Bandar Tun Razak in Wilayah Persekutuan (Federal Territory) of Malaysia) representing the National Front Coalition (Barisan Nasional) for 3 terms until he lost to Tan Sri Abdul Khalid Ibrahim of Parti Keadilan Rakyat (PKR) in the twelfth General Election in [MASK] on 8 March 2008.,He was a Member of Parliament of (P124) Bandar Tun Razak in Wilayah Persekutuan (Federal Territory) of Malaysia) representing the National Front Coalition (Barisan Nasional) for 3 terms until he lost to Tan Sri Abdul Khalid Ibrahim of Parti Keadilan Rakyat (PKR) in the twelfth General Election in <mask> on 8 March 2008.
albania,"Prince Leka of [MASK] (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of Albania and Susan Cullen-Ward.","Prince Leka of <mask> (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of Albania and Susan Cullen-Ward."
albania,"Prince Leka of Albania (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of [MASK] and Susan Cullen-Ward.","Prince Leka of Albania (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of <mask> and Susan Cullen-Ward."
albania,"Prince Leka of [MASK] (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of Albania and Susan Cullen-Ward.","Prince Leka of <mask> (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of Albania and Susan Cullen-Ward."
albania,"Prince Leka of Albania (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of [MASK] and Susan Cullen-Ward.","Prince Leka of Albania (Leka Anwar Zog Reza Baudouin Msiziwe Zogu, born 26 March 1982) is the only child of Leka, Crown Prince of <mask> and Susan Cullen-Ward."
